['0', '7227581/4363736229', '390707/117938817', '21686749/4363736229', '28920353/4363736229', '72315953/8727472458', '43400651/4363736229', '101298793/8727472458', '57905245/4363736229', '65169256/4363736229', '72442487/4363736229', '17716891/969719162', '87020933/4363736229', '94328354/4363736229', '11294382/484859581', '217970633/8727472458', '12926356/484859581', '6686827/235877634', '262187747/8727472458', '92334137/2909157486', '97286413/2909157486', '153380500/4363736229', '321710519/8727472458', '168355369/4363736229', '117254911/2909157486', '366875687/8727472458', '191023459/4363736229', '198640967/4363736229', '206292191/4363736229', '427958099/8727472458', '443407177/8727472458', '229467953/4363736229', '237274426/4363736229', '245125465/4363736229', '506047369/8727472458']
['1557456081/79887635065', '1599472691/79887635065', '1641584481/79887635065', '1683775039/79887635065', '246576239/11412519295', '353670635/15977527013', '1810728609/79887635065', '1853156519/79887635065', '379126913/15977527013', '276880153/11412519295', '1980734951/79887635065', '2023355517/79887635065', '2066022379/79887635065', '2108735367/79887635065', '430298903/15977527013', '313471413/11412519295', '2237152139/79887635065', '2280050581/79887635065', '2322997249/79887635065', '473198155/15977527013', '68829515/2282503859', '2452123617/79887635065', '2495263363/79887635065', '72527215/2282503859', '2581691507/79887635065', '2624980539/79887635065', '2668319753/79887635065', '542341813/15977527013', '2755148191/79887635065', '2798636447/79887635065', '2842172679/79887635065', '2885754931/79887635065', '2929380169/79887635065', '2973043463/79887635065', '3016736523/79887635065']
['393088000/19984927509', '403388870/19984927509', '413715559/19984927509', '424063856/19984927509', '48270043/2220547501', '444813392/19984927509', '151737014/6661642503', '51735848/2220547501', '476047073/19984927509', '162161377/6661642503', '165644371/6661642503', '507394060/19984927509', '172622152/6661642503', '528350524/19984927509', '538845875/19984927509', '183117586/6661642503', '559871008/19984927509', '570400663/19984927509', '580941887/19984927509', '65721622/2220547501', '602058896/19984927509', '612634927/19984927509', '623222551/19984927509', '633822073/19984927509', '214811069/6661642503', '655056275/19984927509', '665690905/19984927509', '676337296/19984927509', '76332775/2220547501', '697663966/19984927509', '236114500/6661642503', '239677753/6661642503', '243243973/6661642503', '740438287/19984927509', '751149589/19984927509']
['793425147/39994428736', '813627717/39994428736', '104235857/4999303592', '854192579/39994428736', '218634517/9998607184', '55932409/2499651796', '28604079/1249825898', '467885759/19997214368', '956239667/39994428736', '976733585/39994428736', '997252253/39994428736', '508897465/19997214368', '1038361031/39994428736', '1058950187/39994428736', '269890529/9998607184', '550098271/19997214368', '1120853647/39994428736', '1141532745/39994428736', '72639667/2499651796', '1182958535/39994428736', '300926257/9998607184', '612236861/19997214368', '155658101/4999303592', '633039085/19997214368', '643456859/19997214368', '1307771299/39994428736', '1328650643/39994428736', '1349551341/39994428736', '1370472831/39994428736', '1391414295/39994428736', '706187261/19997214368', '44792245/1249825898', '1454343801/39994428736', '1475346773/39994428736', '748177539/19997214368']
['800518797/40018374809', '117189733/5716910687', '840199333/40018374809', '860120825/40018374809', '880085733/40018374809', '900087933/40018374809', '920124137/40018374809', '940190717/40018374809', '960286125/40018374809', '980408013/40018374809', '1000555755/40018374809', '1020727703/40018374809', '1040923749/40018374809', '1061142685/40018374809', '1081384701/40018374809', '1101648719/40018374809', '1121935471/40018374809', '1142243437/40018374809', '1162573983/40018374809', '1182925475/40018374809', '1203299079/40018374809', '1223693621/40018374809', '1244109799/40018374809', '1264546693/40018374809', '1285004725/40018374809', '1305482921/40018374809', '1325981463/40018374809', '1346499103/40018374809', '195290813/5716910687', '1387589447/40018374809', '1408159509/40018374809', '1428743129/40018374809', '1449338013/40018374809', '1469939227/40018374809', '1490540967/40018374809']
['322977711/16016421833', '1653734651/80082109165', '1692713857/80082109165', '1731802733/80082109165', '1770984627/80082109165', '1810247427/80082109165', '1849582193/80082109165', '1888982079/80082109165', '385688387/16016421833', '1967957759/80082109165', '401505281/16016421833', '2047145419/80082109165', '2086812887/80082109165', '2126527221/80082109165', '2166287261/80082109165', '2206091751/80082109165', '2245940589/80082109165', '2285831757/80082109165', '2325766377/80082109165', '2365742241/80082109165', '481152017/16016421833', '2445818599/80082109165', '2485917587/80082109165', '2526056187/80082109165', '2566233673/80082109165', '521289789/16016421833', '2646700763/80082109165', '2686987473/80082109165', '545461385/16016421833', '553531259/16016421833', '2808031879/80082109165', '569685719/16016421833', '2888839533/80082109165', '2929254881/80082109165', '2969660021/80082109165']
['407123243/20031626053', '416643861/20031626053', '426200250/20031626053', '435786488/20031626053', '445397677/20031626053', '455030806/20031626053', '464683035/20031626053', '474352761/20031626053', '484038151/20031626053', '493738380/20031626053', '503452179/20031626053', '513179127/20031626053', '522918316/20031626053', '532669564/20031626053', '542432161/20031626053', '552206029/20031626053', '561990745/20031626053', '571786045/20031626053', '4579463/157729339', '591407735/20031626053', '601233601/20031626053', '611069346/20031626053', '620914509/20031626053', '630769106/20031626053', '640632558/20031626053', '650504812/20031626053', '660385120/20031626053', '670273285/20031626053', '680168300/20031626053', '690069620/20031626053', '699975812/20031626053', '709885710/20031626053', '719796967/20031626053', '729707143/20031626053', '739611810/20031626053']
['820905509/40084343440', '839570381/40084343440', '858312519/40084343440', '175423707/8016868688', '447989313/20042171720', '457442739/20042171720', '933833507/40084343440', '119102301/5010542930', '242959197/10021085860', '495442981/20042171720', '12624547/501054293', '514534223/20042171720', '131024821/5010542930', '266838233/10021085860', '543265289/20042171720', '221146097/8016868688', '224990457/8016868688', '572097357/20042171720', '116345787/4008434344', '1182740521/40084343440', '601021297/20042171720', '244272639/8016868688', '77543867/2505271465', '1260057871/40084343440', '31985761/1002108586', '259763733/8016868688', '1318221471/40084343440', '1337637543/40084343440', '339266309/10021085860', '688251253/20042171720', '1395946713/40084343440', '283078887/8016868688', '1434841097/40084343440', '1454280441/40084343440', '1473703489/40084343440']
['275822839/13368356623', '281920103/13368356623', '288045119/13368356623', '882578723/40105069869', '901080613/40105069869', '306544121/13368356623', '938228501/40105069869', '956863601/40105069869', '57384383/2359121757', '331412499/13368356623', '17771417/703597717', '1031731633/40105069869', '1050519019/40105069869', '1069330883/40105069869', '1088166701/40105069869', '369008191/13368356623', '1125904627/40105069869', '1144804795/40105069869', '387908521/13368356623', '394221667/13368356623', '400541141/13368356623', '406866381/13368356623', '1239592193/40105069869', '1258600969/40105069869', '1277625149/40105069869', '18262859/564860139', '69248095/2110793151', '444925113/13368356623', '1353846331/40105069869', '1372923715/40105069869', '1392005081/40105069869', '1411085893/40105069869', '476720551/13368356623', '483074899/13368356623', '1468265933/40105069869']
['1667814557/80249639815', '1703663309/80249639815', '1739688951/80249639815', '1775861509/80249639815', '1812158603/80249639815', '1848563087/80249639815', '1885061599/80249639815', '384328727/16049927963', '1958300783/80249639815', '5919959/238129495', '2031814263/80249639815', '2068660381/80249639815', '2105560617/80249639815', '2142511641/80249639815', '2179510741/80249639815', '2216554987/80249639815', '47949849/1707439145', '458154281/16049927963', '2327939679/80249639815', '2365144899/80249639815', '2402385993/80249639815', '2439660577/80249639815', '2476966987/80249639815', '2514302939/80249639815', '2551666127/80249639815', '2589053833/80249639815', '2626462937/80249639815', '2663889667/80249639815', '540265911/16049927963', '2738777081/80249639815', '555245061/16049927963', '2813665453/80249639815', '2851086099/80249639815', '2888471893/80249639815', '2925801637/80249639815']
['840272577/40144298179', '857831905/40144298179', '875485071/40144298179', '893217063/40144298179', '911015285/40144298179', '928871237/40144298179', '946777017/40144298179', '964727567/40144298179', '982717559/40144298179', '1000743893/40144298179', '1018802763/40144298179', '1036892203/40144298179', '1055009339/40144298179', '1073152907/40144298179', '1091320661/40144298179', '1109511591/40144298179', '1127724071/40144298179', '1145957067/40144298179', '1164209263/40144298179', '1182479785/40144298179', '1200767183/40144298179', '1219070779/40144298179', '1237388867/40144298179', '1255720741/40144298179', '1274064393/40144298179', '1292418871/40144298179', '1310781675/40144298179', '1329151313/40144298179', '1347524545/40144298179', '1365898895/40144298179', '1384269807/40144298179', '1402633057/40144298179', '1420981643/40144298179', '1439307897/40144298179', '1457599689/40144298179']
['1693055429/80325804501', '1727453477/80325804501', '1762051057/80325804501', '1796815427/80325804501', '1831721449/80325804501', '1866749609/80325804501', '211320493/8925089389', '645704501/26775268167', '657475559/26775268167', '669271903/26775268167', '2043273605/80325804501', '2078794547/80325804501', '2114373563/80325804501', '716668759/26775268167', '2185689059/80325804501', '2221418195/80325804501', '2257191191/80325804501', '2293004461/80325804501', '2328856091/80325804501', '2364742811/80325804501', '45295519/1515581217', '2436612235/80325804501', '2472589375/80325804501', '2508590863/80325804501', '2544613511/80325804501', '860217863/26775268167', '872235629/26775268167', '2652768547/80325804501', '2688832687/80325804501', '2724892321/80325804501', '920312939/26775268167', '2796961355/80325804501', '944315381/26775268167', '956291723/26775268167', '968241307/26775268167']
['852727689/40181307281', '869568067/40181307281', '886514311/40181307281', '903548685/40181307281', '920658675/40181307281', '937833229/40181307281', '955064793/40181307281', '972345983/40181307281', '989671981/40181307281', '1007037619/40181307281', '1024439731/40181307281', '1041874407/40181307281', '1059339569/40181307281', '1076832091/40181307281', '1094350563/40181307281', '1111892271/40181307281', '1129456365/40181307281', '1147040235/40181307281', '1164643309/40181307281', '1182263165/40181307281', '1199899129/40181307281', '1217548913/40181307281', '1235211627/40181307281', '1252884851/40181307281', '1270567423/40181307281', '1288256551/40181307281', '1305950499/40181307281', '1323645885/40181307281', '1341340081/40181307281', '1359028517/40181307281', '1376707131/40181307281', '1394369305/40181307281', '1412008229/40181307281', '1429613537/40181307281', '1447172865/40181307281']
['572551081/26799279405', '583542523/26799279405', '1783823963/80397838215', '1817207087/80397838215', '370149883/16079567643', '41876203/1786618627', '1918228729/80397838215', '130142261/5359855881', '662044309/26799279405', '2020215941/80397838215', '2054374691/80397838215', '2088602077/80397838215', '707630669/26799279405', '239693227/8933093135', '243515401/8933093135', '742028689/26799279405', '2260577957/80397838215', '2295110063/80397838215', '776559773/26799279405', '788093983/26799279405', '2398914809/80397838215', '162238279/5359855881', '822752197/26799279405', '834319351/26799279405', '2537674391/80397838215', '57164463/1786618627', '869044031/26799279405', '2641862009/80397838215', '2676583379/80397838215', '2711287619/80397838215', '2745964351/80397838215', '2780600723/80397838215', '938393551/26799279405', '569936677/16079567643', '2884081433/80397838215']
['432442454/20108193821', '440509998/20108193821', '448635703/20108193821', '456810778/20108193821', '465027720/20108193821', '473281142/20108193821', '481566060/20108193821', '489879032/20108193821', '498216568/20108193821', '506576344/20108193821', '514955805/20108193821', '523353346/20108193821', '531766957/20108193821', '540195488/20108193821', '548637332/20108193821', '557091534/20108193821', '565556788/20108193821', '574032275/20108193821', '582516744/20108193821', '591009527/20108193821', '599509365/20108193821', '608015551/20108193821', '616526782/20108193821', '625042268/20108193821', '633560497/20108193821', '642080486/20108193821', '650600431/20108193821', '659118951/20108193821', '667633754/20108193821', '676142818/20108193821', '684642979/20108193821', '693131125/20108193821', '701602600/20108193821', '710052215/20108193821', '718472404/20108193821']
