['0', '4053601603/4058726457684', '6756223533/3382272048070', '60809325913/20293632288420', '40542645191/10146816144210', '25341641462/5073408072105', '121654487839/20293632288420', '11829199734/1691136024035', '16225563937/2029363228842', '3042859493/338227204807', '40579909925/4058726457684', '111620475569/10146816144210', '48719431303/4058726457684', '52793911943/4058726457684', '9478652255/676454409614', '101589533867/6764544096140', '162599049097/10146816144210', '5760825175/338227204807', '73224862159/4058726457684', '38662398959/2029363228842', '20357502976/1014681614421', '9946605941/471944936940', '448287536653/20293632288420', '7815034804/338227204807', '24477466171/1014681614421', '127557721226/5073408072105', '530948447131/20293632288420', '137925929653/5073408072105', '572498443789/20293632288420', '39555627045/1352908819228', '204737809513/6764544096140', '635137380373/20293632288420', '328054087981/10146816144210', '45141852017/1352908819228', '11636636857/338227204807', '143864308939/4058726457684', '185124979153/5073408072105', '126955921489/3382272048070', '783030653603/20293632288420', '804387638159/20293632288420', '825808911029/20293632288420', '847296988067/20293632288420', '434427239887/10146816144210', '890484098723/20293632288420', '228047167148/5073408072105']
['2104096844165/94684451195081', '2104096857461/94684451195081', '2104096873751/94684451195081', '2104096893625/94684451195081', '2104096917751/94684451195081', '2104096946889/94684451195081', '2104096981887/94684451195081', '2104097023661/94684451195081', '2104097073183/94684451195081', '2104097131453/94684451195081', '2104097199441/94684451195081', '2104097278035/94684451195081', '191281578909/8607677381371', '2104097469885/94684451195081', '2104097583991/94684451195081', '2104097710325/94684451195081', '2104097848561/94684451195081', '2104097998017/94684451195081', '2104098157685/94684451195081', '2104098326229/94684451195081', '2104098502021/94684451195081', '2104098683193/94684451195081', '2104098867721/94684451195081', '2104099053395/94684451195081', '2104099238063/94684451195081', '2104099419517/94684451195081', '2104099595703/94684451195081', '2104099764737/94684451195081', '2104099924961/94684451195081', '2104100075001/94684451195081', '2104100213819/94684451195081', '2104100340707/94684451195081', '2104100455321/94684451195081', '2104100557657/94684451195081', '2104100648005/94684451195081', '2104100726917/94684451195081', '2104100795161/94684451195081', '191281895785/8607677381371', '2104100903317/94684451195081', '2104100945213/94684451195081', '2104100980303/94684451195081', '2104101009511/94684451195081', '2104101033689/94684451195081', '2104101053601/94684451195081', '2104101069919/94684451195081']
['1052048507993/47342225686435', '1052048513951/47342225686435', '1052048521277/47342225686435', '1052048530219/47342225686435', '1052048541111/47342225686435', '210409710855/9468445137287', '1052048570133/47342225686435', '1052048589081/47342225686435', '1052048611603/47342225686435', '1052048638131/47342225686435', '1052048669163/47342225686435', '210409741015/9468445137287', '1052048746273/47342225686435', '1052048792979/47342225686435', '1052048845389/47342225686435', '1052048903463/47342225686435', '1052048967113/47342225686435', '1052049035969/47342225686435', '1052049109623/47342225686435', '1052049187397/47342225686435', '1052049268591/47342225686435', '1052049352269/47342225686435', '1052049437551/47342225686435', '1052049523337/47342225686435', '1052049608681/47342225686435', '1052049692489/47342225686435', '1052049773863/47342225686435', '1052049851859/47342225686435', '1052049925767/47342225686435', '1052049994887/47342225686435', '1052050058799/47342225686435', '1052050117123/47342225686435', '1052050169761/47342225686435', '1052050216667/47342225686435', '1052050258037/47342225686435', '1052050294089/47342225686435', '1052050325233/47342225686435', '1052050351851/47342225686435', '1052050374443/47342225686435', '1052050393443/47342225686435', '1052050409341/47342225686435', '210410084507/9468445137287', '1052050433449/47342225686435', '1052050442407/47342225686435', '210410089949/9468445137287']
['2104097163663/94684451525387', '2104097174455/94684451525387', '2104097187731/94684451525387', '2104097203983/94684451525387', '2104097223787/94684451525387', '2104097247791/94684451525387', '2104097276723/94684451525387', '2104097311379/94684451525387', '2104097352609/94684451525387', '34493400021/1552204123367', '2104097458265/94684451525387', '2104097524357/94684451525387', '2104097600239/94684451525387', '2104097686427/94684451525387', '2104097783221/94684451525387', '2104097890645/94684451525387', '2104098008451/94684451525387', '2104098136067/94684451525387', '2104098272621/94684451525387', '2104098416959/94684451525387', '2104098567667/94684451525387', '2104098723089/94684451525387', '2104098881465/94684451525387', '2104099040853/94684451525387', '2104099199345/94684451525387', '2104099355005/94684451525387', '2104099506043/94684451525387', '2104099650789/94684451525387', '2104099787807/94684451525387', '2104099915905/94684451525387', '2104100034187/94684451525387', '2104100142065/94684451525387', '2104100239271/94684451525387', '2104100325821/94684451525387', '2104100402011/94684451525387', '2104100468353/94684451525387', '2104100525537/94684451525387', '2104100574369/94684451525387', '2104100615721/94684451525387', '2104100650469/94684451525387', '2104100679471/94684451525387', '2104100703527/94684451525387', '2104100723369/94684451525387', '2104100739649/94684451525387', '2104100752945/94684451525387']
['526024327835/23671112919476', '131506082563/5917778229869', '526024333227/23671112919476', '23910197131/1075959678158', '15471304157/696209203514', '263012173379/11835556459738', '526024353295/23671112919476', '526024361149/23671112919476', '526024370503/23671112919476', '47820398325/2151919356316', '526024394551/23671112919476', '526024409641/23671112919476', '47820402453/2151919356316', '131506111681/5917778229869', '131506117229/5917778229869', '526024493591/23671112919476', '526024520669/23671112919476', '526024550049/23671112919476', '526024581499/23671112919476', '526024614781/23671112919476', '263012324769/11835556459738', '263012342705/11835556459738', '526024721957/23671112919476', '263012379379/11835556459738', '131506198833/5917778229869', '263012415629/11835556459738', '263012433045/11835556459738', '30942641145/1392418407028', '131506232755/5917778229869', '526024960509/23671112919476', '263012493847/11835556459738', '526025012471/23671112919476', '47820457705/2151919356316', '47820459507/2151919356316', '526025071987/23671112919476', '131506271783/5917778229869', '131506275038/5917778229869', '526025111259/23671112919476', '526025120639/23671112919476', '526025128513/23671112919476', '526025135065/23671112919476', '131506285124/5917778229869', '131506286240/5917778229869', '526025148621/23671112919476', '131506287900/5917778229869']
['1052048719045/47342225904276', '350682907803/15780741968092', '526024364399/23671112952138', '526024367711/23671112952138', '526024371761/23671112952138', '526024376689/23671112952138', '263012191325/11835556476069', '1052048779633/47342225904276', '1052048796745/47342225904276', '263012204255/11835556476069', '350682946945/15780741968092', '1052048868553/47342225904276', '175341483413/7890370984046', '1052048936849/47342225904276', '263012244452/11835556476069', '350683007795/15780741968092', '87670756123/3945185492023', '350683042617/15780741968092', '526024593065/23671112952138', '175341541303/7890370984046', '263012328074/11835556476069', '263012344711/11835556476069', '175341574447/7890370984046', '526024757485/23671112952138', '1052049582859/47342225904276', '1052049649505/47342225904276', '1052049714121/47342225904276', '87670814665/3945185492023', '7623549525/343059608002', '350683296341/15780741968092', '350683313103/15780741968092', '526024992535/23671112952138', '263012506549/11835556476069', '1052050062713/47342225904276', '1052050094759/47342225904276', '1052050122575/47342225904276', '1052050146469/47342225904276', '350683388935/15780741968092', '1052050183963/47342225904276', '1052050198331/47342225904276', '1052050210279/47342225904276', '175341703359/7890370984046', '263012557067/11835556476069', '175341705817/7890370984046', '526025120149/23671112952138']
['52602439121/2367111298480', '526024393157/23671112984800', '526024395571/23671112984800', '26301219927/1183555649240', '65753050273/2958889123100', '26301220331/1183555649240', '105204882401/4734222596960', '131506104621/5917778246200', '263012213121/11835556492400', '105204887089/4734222596960', '131506111571/5917778246200', '16438264341/739722280775', '105204894699/4734222596960', '21040979605/946844519392', '131506127223/5917778246200', '263012264897/11835556492400', '526024552807/23671112984800', '263012288901/11835556492400', '526024604631/23671112984800', '526024633037/23671112984800', '263012331379/11835556492400', '263012346717/11835556492400', '21040988989/946844519392', '131506189053/5917778246200', '526024787527/23671112984800', '526024818247/23671112984800', '526024848031/23671112984800', '105204975303/4734222596960', '52602490343/2367111298480', '263012464257/11835556492400', '105204990323/4734222596960', '526024972599/23671112984800', '526024991441/23671112984800', '65753126017/2958889123100', '131506255693/5917778246200', '526025035443/23671112984800', '526025046317/23671112984800', '263012527773/11835556492400', '131506265831/5917778246200', '263012534909/11835556492400', '263012537607/11835556492400', '263012539829/11835556492400', '131506270827/5917778246200', '526025086281/23671112984800', '263012544349/11835556492400']
['2104097673357/94684452050857', '91482507843/4116715306559', '2104097689107/94684452050857', '2104097699865/94684452050857', '2104097713075/94684452050857', '2104097729205/94684452050857', '2104097748795/94684452050857', '2104097772433/94684452050857', '2104097800757/94684452050857', '2104097834441/94684452050857', '2104097874151/94684452050857', '2104097920519/94684452050857', '2104097974113/94684452050857', '110742001861/4983392213203', '2104098104529/94684452050857', '2104098181701/94684452050857', '2104098266721/94684452050857', '110742018905/4983392213203', '2104098458491/94684452050857', '2104098563741/94684452050857', '2104098673875/94684452050857', '2104098787635/94684452050857', '2104098903655/94684452050857', '2104099020459/94684452050857', '91482571155/4116715306559', '2104099250489/94684452050857', '2104099360853/94684452050857', '2104099466387/94684452050857', '2104099565997/94684452050857', '110742087305/4983392213203', '91482597571/4116715306559', '2104099821603/94684452050857', '2104099891043/94684452050857', '2104099952521/94684452050857', '110742105595/4983392213203', '2104100052827/94684452050857', '2104100092659/94684452050857', '2104100126435/94684452050857', '2104100154829/94684452050857', '2104100178519/94684452050857', '2104100198147/94684452050857', '2104100214305/94684452050857', '2104100227535/94684452050857', '2104100238307/94684452050857', '110742118265/4983392213203']
['1052048890937/47342226081257', '1052048894075/47342226081257', '1052048897965/47342226081257', '1052048902785/47342226081257', '1052048908707/47342226081257', '1052048915965/47342226081257', '1052048924785/47342226081257', '1052048935465/47342226081257', '1052048948273/47342226081257', '1052048963551/47342226081257', '1052048981583/47342226081257', '1052049002695/47342226081257', '1052049027123/47342226081257', '1052049055109/47342226081257', '1052049086745/47342226081257', '1052049122113/47342226081257', '1052049161107/47342226081257', '1052049203591/47342226081257', '1052049249229/47342226081257', '1052049297667/47342226081257', '1052049348359/47342226081257', '1052049400767/47342226081257', '1052049454205/47342226081257', '1052049508035/47342226081257', '1052049561511/47342226081257', '1052049613995/47342226081257', '1052049664791/47342226081257', '1052049713357/47342226081257', '1052049759137/47342226081257', '1052049801767/47342226081257', '1052049840903/47342226081257', '1052049876405/47342226081257', '1052049908161/47342226081257', '1052049936249/47342226081257', '1052049960761/47342226081257', '1052049981941/47342226081257', '1052050000025/47342226081257', '1052050015343/47342226081257', '1052050028181/47342226081257', '1052050038883/47342226081257', '1052050047719/47342226081257', '1052050054989/47342226081257', '1052050060919/47342226081257', '1052050065745/47342226081257', '1052050069639/47342226081257']
['1052048937328/47342226128901', '1052048940149/47342226128901', '1052048943662/47342226128901', '1052048948014/47342226128901', '1052048953379/47342226128901', '1052048959958/47342226128901', '1052048967977/47342226128901', '350682992564/15780742042967', '1052048989378/47342226128901', '1052049003326/47342226128901', '1052049019831/47342226128901', '350683013058/15780742042967', '350683020535/15780742042967', '1052049087325/47342226128901', '12092518580/544163518723', '1052049149053/47342226128901', '1052049185048/47342226128901', '1052049224285/47342226128901', '1052049266491/47342226128901', '350683103765/15780742042967', '1052049358234/47342226128901', '1052049406757/47342226128901', '1052049456266/47342226128901', '95640864193/4303838738991', '8694624427/391258067181', '1052049604259/47342226128901', '1052049651293/47342226128901', '95640881474/4303838738991', '350683246183/15780742042967', '350683259306/15780742042967', '1052049814042/47342226128901', '350683282252/15780742042967', '36277581931/1632490556169', '1052049901810/47342226128901', '1052049924316/47342226128901', '350683314573/15780742042967', '350683320090/15780742042967', '350683324751/15780742042967', '31880302605/1434612912997', '1052049995699/47342226128901', '1052050003732/47342226128901', '1052050010321/47342226128901', '1052050015693/47342226128901', '1052050020050/47342226128901', '1052050023566/47342226128901']
['1052048983719/47342226176545', '1052048986223/47342226176545', '1052048989359/47342226176545', '1052048993243/47342226176545', '1052048998051/47342226176545', '1052049003951/47342226176545', '1052049011169/47342226176545', '1052049019919/47342226176545', '1052049030483/47342226176545', '1052049043101/47342226176545', '1052049058079/47342226176545', '1052049075653/47342226176545', '1052049096087/47342226176545', '1052049119541/47342226176545', '210409829235/9468445235309', '1052049175993/47342226176545', '1052049208989/47342226176545', '1052049244979/47342226176545', '1052049283753/47342226176545', '1052049324923/47342226176545', '1052049368109/47342226176545', '1052049412747/47342226176545', '1052049458327/47342226176545', '1052049504211/47342226176545', '1052049549823/47342226176545', '1052049594523/47342226176545', '210409927559/9468445235309', '1052049679071/47342226176545', '1052049717961/47342226176545', '1052049754069/47342226176545', '1052049787181/47342226176545', '1052049817107/47342226176545', '1052049843837/47342226176545', '1052049867371/47342226176545', '1052049887871/47342226176545', '1052049905497/47342226176545', '210409984103/9468445235309', '1052049933163/47342226176545', '55371049671/2491696114555', '210409990503/9468445235309', '210409991949/9468445235309', '1052049965653/47342226176545', '1052049970467/47342226176545', '210409994871/9468445235309', '55371051447/2491696114555']
['1052049023278/47342226217105', '1052049025531/47342226217105', '210409805670/9468445243421', '1052049031858/47342226217105', '210409807240/9468445243421', '1052049041546/47342226217105', '210409809618/9468445243421', '1052049056048/47342226217105', '210409813132/9468445243421', '1052049077176/47342226217105', '1052049090856/47342226217105', '1052049106948/47342226217105', '1052049125676/47342226217105', '1052049147221/47342226217105', '1052049171704/47342226217105', '1052049199171/47342226217105', '1052049229582/47342226217105', '1052049262804/47342226217105', '210409859722/9468445243421', '1052049336676/47342226217105', '1052049376606/47342226217105', '1052049417919/47342226217105', '1052049460091/47342226217105', '1052049502568/47342226217105', '210409908954/9468445243421', '1052049586139/47342226217105', '1052049626147/47342226217105', '210409932862/9468445243421', '1052049700221/47342226217105', '210409946710/9468445243421', '1052049764066/47342226217105', '210409958326/9468445243421', '1052049816199/47342226217105', '1052049837816/47342226217105', '1052049856602/47342226217105', '210409974548/9468445243421', '210409977291/9468445243421', '1052049897997/47342226217105', '1052049907628/47342226217105', '210409983120/9468445243421', '1052049922154/47342226217105', '1052049927507/47342226217105', '1052049931854/47342226217105', '210409987073/9468445243421', '1052049938186/47342226217105']
['1052049062837/47342226257665', '1052049064839/47342226257665', '1052049067341/47342226257665', '1052049070473/47342226257665', '1052049074349/47342226257665', '1052049079141/47342226257665', '1052049085011/47342226257665', '1052049092177/47342226257665', '1052049100837/47342226257665', '1052049111251/47342226257665', '1052049123633/47342226257665', '1052049138243/47342226257665', '210409831053/9468445251533', '1052049174901/47342226257665', '1052049197233/47342226257665', '1052049222349/47342226257665', '210409850035/9468445251533', '1052049280629/47342226257665', '1052049313467/47342226257665', '1052049348429/47342226257665', '1052049385103/47342226257665', '1052049423091/47342226257665', '210409892371/9468445251533', '210409900185/9468445251533', '1052049539717/47342226257665', '210409915551/9468445251533', '1052049614499/47342226257665', '1052049649549/47342226257665', '1052049682481/47342226257665', '1052049713031/47342226257665', '1052049740951/47342226257665', '1052049766153/47342226257665', '1052049788561/47342226257665', '1052049808261/47342226257665', '1052049825333/47342226257665', '1052049839983/47342226257665', '210409970479/9468445251533', '1052049862831/47342226257665', '1052049871507/47342226257665', '210409975737/9468445251533', '1052049884563/47342226257665', '1052049889361/47342226257665', '1052049893241/47342226257665', '210409979275/9468445251533', '1052049898879/47342226257665']
['420819638609/18936890516857', '2104098196631/94684452584285', '2104098201133/94684452584285', '420819641353/18936890516857', '2104098213767/94684452584285', '2104098222423/94684452584285', '2104098233063/94684452584285', '2104098246059/94684452584285', '420819652363/18936890516857', '2104098280773/94684452584285', '2104098303381/94684452584285', '2104098330077/94684452584285', '2104098361261/94684452584285', '420819679453/18936890516857', '420819687661/18936890516857', '2104098484489/94684452584285', '2104098535757/94684452584285', '2104098591891/94684452584285', '2104098652509/94684452584285', '2104098717061/94684452584285', '2104098784851/94684452584285', '2104098855061/94684452584285', '2104098926761/94684452584285', '420819799799/18936890516857', '420819814149/18936890516857', '2104099141047/94684452584285', '420819841793/18936890516857', '420819854735/18936890516857', '420819866893/18936890516857', '2104099390773/94684452584285', '2104099442209/94684452584285', '2104099488549/94684452584285', '420819905945/18936890516857', '2104099565841/94684452584285', '420819919423/18936890516857', '2104099623881/94684452584285', '2104099646541/94684452584285', '2104099665537/94684452584285', '2104099681321/94684452584285', '2104099694337/94684452584285', '2104099704991/94684452584285', '2104099713657/94684452584285', '420819944133/18936890516857', '2104099726301/94684452584285', '2104099730807/94684452584285']
['263012282552/11835556581655', '263012282948/11835556581655', '263012283448/11835556581655', '263012284073/11835556581655', '526024569709/23671113163310', '526024571641/23671113163310', '263012287013/11835556581655', '526024576941/23671113163310', '526024580489/23671113163310', '526024584761/23671113163310', '263012294937/11835556581655', '526024595917/23671113163310', '263012301499/11835556581655', '263012305591/11835556581655', '263012310268/11835556581655', '52602463107/2367111316331', '526024642791/23671113163310', '526024655631/23671113163310', '526024669521/23671113163310', '263012342158/11835556581655', '263012349937/11835556581655', '105204943197/4734222632662', '526024732453/23671113163310', '105204949807/4734222632662', '263012382757/11835556581655', '263012390823/11835556581655', '526024797233/23671113163310', '526024812063/23671113163310', '263012412996/11835556581655', '526024838871/23671113163310', '526024850629/23671113163310', '263012430599/11835556581655', '263012435291/11835556581655', '52602487879/2367111316331', '526024885891/23671113163310', '526024891949/23671113163310', '526024897073/23671113163310', '526024901353/23671113163310', '526024904907/23671113163310', '263012453913/11835556581655', '263012455107/11835556581655', '263012456074/11835556581655', '263012456856/11835556581655', '526024914963/23671113163310', '263012457982/11835556581655']
['1052049158811/47342226355850', '105204916023/4734222635585', '526024581011/23671113177925', '1052049164271/47342226355850', '526024583541/23671113177925', '1052049170573/47342226355850', '526024587441/23671113177925', '1052049180167/47342226355850', '526024593302/23671113177925', '1052049194379/47342226355850', '105204920369/4734222635585', '1052049214729/47342226355850', '1052049227673/47342226355850', '1052049242671/47342226355850', '1052049259829/47342226355850', '1052049279191/47342226355850', '1052049300747/47342226355850', '526024662203/23671113177925', '210409870001/9468445271170', '105204937731/4734222635585', '42081976241/1893689054234', '105204943579/4734222635585', '526024733102/23671113177925', '1052049496851/47342226355850', '210409905457/9468445271170', '526024778544/23671113177925', '526024792928/23671113177925', '42081984529/1893689054234', '526024819447/23671113177925', '1052049662623/47342226355850', '526024842123/23671113177925', '1052049703671/47342226355850', '526024860441/23671113177925', '1052049735923/47342226355850', '526024874451/23671113177925', '1052049759967/47342226355850', '1052049769297/47342226355850', '526024888543/23671113177925', '1052049783533/47342226355850', '42081991553/1893689054234', '1052049793139/47342226355850', '1052049796633/47342226355850', '526024899723/23671113177925', '1052049801697/47342226355850', '105204980349/4734222635585']
['526024593707/23671113192540', '263012297167/11835556596270', '263012297563/11835556596270', '105204919225/4734222638508', '47820417943/2151919381140', '131506149733/5917778298135', '131506150214/5917778298135', '263012301613/11835556596270', '105204921223/4734222638508', '263012304809/11835556596270', '131506153454/5917778298135', '1328344997/59775538365', '9564084085/430383876228', '526024631489/23671113192540', '175341546431/7890371064180', '526024648121/23671113192540', '43835388163/1972592766045', '105204933755/4734222638508', '131506170121/5917778298135', '263012346497/11835556596270', '175341568717/7890371064180', '105204943961/4734222638508', '5313381149/239102153460', '131506186954/5917778298135', '175341587257/7890371064180', '87670795907/3945185532090', '526024788623/23671113192540', '263012400581/11835556596270', '263012406451/11835556596270', '131506205938/5917778298135', '526024833617/23671113192540', '526024842473/23671113192540', '26301242515/1183555659627', '526024857133/23671113192540', '526024863011/23671113192540', '263012434009/11835556596270', '131506218056/5917778298135', '526024875733/23671113192540', '263012439313/11835556596270', '526024880999/23671113192540', '105204976585/4734222638508', '105204976897/4734222638508', '29223604763/1315061844030', '263012443367/11835556596270', '263012443763/11835556596270']
['1052049211669/47342226409825', '1052049212786/47342226409825', '210409842841/9468445281965', '210409843199/9468445281965', '1052049218241/47342226409825', '210409844209/9468445281965', '1052049224522/47342226409825', '210409845761/9468445281965', '1052049234044/47342226409825', '1052049240401/47342226409825', '1052049248044/47342226409825', '210409851429/9468445281965', '1052049267859/47342226409825', '1052049280319/47342226409825', '42081971785/1893689056393', '1052049310821/47342226409825', '1052049328901/47342226409825', '1052049348797/47342226409825', '1052049370369/47342226409825', '1052049393419/47342226409825', '210409883538/9468445281965', '1052049442876/47342226409825', '1052049468623/47342226409825', '1052049494574/47342226409825', '1052049520338/47342226409825', '1052049545554/47342226409825', '1052049569869/47342226409825', '1052049592972/47342226409825', '1052049614599/47342226409825', '1052049634551/47342226409825', '1052049652686/47342226409825', '1052049668931/47342226409825', '1052049683278/47342226409825', '1052049695772/47342226409825', '1052049706512/47342226409825', '1052049715632/47342226409825', '1052049723289/47342226409825', '1052049729656/47342226409825', '1052049734902/47342226409825', '210409947838/9468445281965', '210409948534/9468445281965', '1052049745476/47342226409825', '1052049747724/47342226409825', '210409949903/9468445281965', '1052049750934/47342226409825']
['526024617962/23671113217285', '526024618452/23671113217285', '526024619079/23671113217285', '105204923974/4734222643457', '526024620868/23671113217285', '526024622113/23671113217285', '526024623666/23671113217285', '526024625579/23671113217285', '526024627929/23671113217285', '526024630783/23671113217285', '526024634228/23671113217285', '526024638333/23671113217285', '526024643184/23671113217285', '105204929766/4734222643457', '526024655332/23671113217285', '105204932540/4734222643457', '105204934189/4734222643457', '526024680022/23671113217285', '105204937977/4734222643457', '105204940085/4734222643457', '526024711539/23671113217285', '526024723071/23671113217285', '526024734872/23671113217285', '526024746758/23671113217285', '526024758567/23671113217285', '526024770112/23671113217285', '526024781246/23671113217285', '105204958362/4734222643457', '526024801697/23671113217285', '526024810799/23671113217285', '526024819069/23671113217285', '526024826458/23671113217285', '526024832978/23671113217285', '526024838639/23671113217285', '526024843501/23671113217285', '526024847614/23671113217285', '105204970213/4734222643457', '526024853923/23671113217285', '526024856276/23671113217285', '526024858191/23671113217285', '105204971949/4734222643457', '526024860991/23671113217285', '105204972398/4734222643457', '526024862781/23671113217285', '526024863408/23671113217285']
['61885250378/2784836850321', '350683085767/15780742151819', '1052049258418/47342226455457', '350683086612/15780742151819', '350683087208/15780742151819', '350683087955/15780742151819', '1052049266659/47342226455457', '350683090039/15780742151819', '350683091455/15780742151819', '350683093181/15780742151819', '1052049285797/47342226455457', '350683097758/15780742151819', '350683100705/15780742151819', '1052049312437/47342226455457', '350683108110/15780742151819', '350683112614/15780742151819', '1052049352970/47342226455457', '1052049369658/47342226455457', '350683129265/15780742151819', '1052049407209/47342226455457', '1052049427678/47342226455457', '1052049448942/47342226455457', '1052049470693/47342226455457', '350683164206/15780742151819', '350683171461/15780742151819', '350683178557/15780742151819', '350683185392/15780742151819', '1052049575633/47342226455457', '350683197938/15780742151819', '1052049610547/47342226455457', '350683208573/15780742151819', '1052049639269/47342226455457', '1052049651194/47342226455457', '350683220514/15780742151819', '1052049670402/47342226455457', '1052049677893/47342226455457', '1052049684157/47342226455457', '1052049689342/47342226455457', '1052049693595/47342226455457', '350683232352/15780742151819', '350683233284/15780742151819', '1052049702095/47342226455457', '350683234628/15780742151819', '1052049705302/47342226455457', '350683235473/15780742151819']
['131506159616/5917778309543', '526024638849/23671113238172', '526024639339/23671113238172', '263012319983/11835556619086', '131506160189/5917778309543', '131506160438/5917778309543', '526024642993/23671113238172', '263012322269/11835556619086', '131506161609/5917778309543', '131506162190/5917778309543', '526024651569/23671113238172', '526024654941/23671113238172', '526024658931/23671113238172', '526024663607/23671113238172', '263012334499/11835556619086', '263012337571/11835556619086', '526024682025/23671113238172', '131506172409/5917778309543', '263012348955/11835556619086', '131506176696/5917778309543', '526024716139/23671113238172', '526024725871/23671113238172', '526024735821/23671113238172', '131506186465/5917778309543', '131506188954/5917778309543', '526024765559/23671113238172', '263012387465/11835556619086', '526024783823/23671113238172', '526024792117/23671113238172', '131506199937/5917778309543', '263012403325/11835556619086', '526024812811/23671113238172', '131506204554/5917778309543', '526024822903/23671113238172', '526024826901/23671113238172', '526024830279/23671113238172', '131506208273/5917778309543', '526024835419/23671113238172', '526024837319/23671113238172', '526024838865/23671113238172', '526024840107/23671113238172', '131506210276/5917778309543', '263012420947/11835556619086', '526024842521/23671113238172', '526024843011/23671113238172']
['2104098588473/94684452987899', '2104098589837/94684452987899', '2104098591587/94684452987899', '2104098593821/94684452987899', '2104098596653/94684452987899', '2104098600223/94684452987899', '2104098604691/94684452987899', '2104098610251/94684452987899', '2104098617115/94684452987899', '2104098625519/94684452987899', '2104098635715/94684452987899', '2104098647963/94684452987899', '2104098662503/94684452987899', '2104098679553/94684452987899', '2104098699271/94684452987899', '110742037987/4983392262521', '57020101/2565904799', '2104098774931/94684452987899', '2104098805351/94684452987899', '2104098837977/94684452987899', '2104098872427/94684452987899', '2104098908251/94684452987899', '2104098944917/94684452987899', '2104098981887/94684452987899', '2104099018575/94684452987899', '2104099054439/94684452987899', '110742057313/4983392262521', '2104099121641/94684452987899', '2104099152133/94684452987899', '2104099180135/94684452987899', '2104099205451/94684452987899', '2104099227993/94684452987899', '2104099247761/94684452987899', '110742066571/4983392262521', '2104099279417/94684452987899', '2104099291685/94684452987899', '2104099301895/94684452987899', '2104099310309/94684452987899', '2104099317179/94684452987899', '2104099322743/94684452987899', '2104099327215/94684452987899', '2104099330787/94684452987899', '2104099333619/94684452987899', '2104099335853/94684452987899', '2104099337603/94684452987899']
['210409862309/9468445302311', '1052049312139/47342226511555', '1052049312909/47342226511555', '1052049313889/47342226511555', '1052049315141/47342226511555', '1052049316719/47342226511555', '210409863741/9468445302311', '210409864235/9468445302311', '1052049324243/47342226511555', '1052049327999/47342226511555', '1052049332577/47342226511555', '1052049338081/47342226511555', '1052049344641/47342226511555', '1052049352339/47342226511555', '210409872255/9468445302311', '1052049371469/47342226511555', '1052049382951/47342226511555', '1052049395659/47342226511555', '1052049409531/47342226511555', '1052049424409/47342226511555', '1052049440149/47342226511555', '1052049456509/47342226511555', '210409894655/9468445302311', '1052049490167/47342226511555', '1052049506943/47342226511555', '1052049523321/47342226511555', '1052049539087/47342226511555', '210409910799/9468445302311', '1052049567899/47342226511555', '1052049580639/47342226511555', '1052049592151/47342226511555', '1052049602371/47342226511555', '1052049611329/47342226511555', '1052049619043/47342226511555', '210409925123/9468445302311', '1052049631127/47342226511555', '1052049635711/47342226511555', '1052049639471/47342226511555', '1052049642541/47342226511555', '1052049645013/47342226511555', '1052049647001/47342226511555', '1052049648579/47342226511555', '1052049649831/47342226511555', '1052049650811/47342226511555', '1052049651581/47342226511555']
['80926871239/3641709732796', '1052049326635/47342226526348', '1052049327317/47342226526348', '263012332048/11835556631587', '263012332327/11835556631587', '40463435797/1820854866398', '526024666251/23671113263174', '40463435951/1820854866398', '1052049337487/47342226526348', '263012335221/11835556631587', '1052049345025/47342226526348', '1052049350021/47342226526348', '80926873537/3641709732796', '526024681499/23671113263174', '1052049371147/47342226526348', '1052049380471/47342226526348', '526024695489/23671113263174', '263012350658/11835556631587', '526024707679/23671113263174', '1052049429031/47342226526348', '263012360873/11835556631587', '1052049458545/47342226526348', '263012368491/11835556631587', '526024744755/23671113263174', '526024752469/23671113263174', '1052049520007/47342226526348', '263012383623/11835556631587', '263012387048/11835556631587', '526024780473/23671113263174', '1052049572629/47342226526348', '1052049583163/47342226526348', '526024796255/23671113263174', '526024800339/23671113263174', '1052049607709/47342226526348', '1052049613679/47342226526348', '526024809341/23671113263174', '263012405707/11835556631587', '263012406557/11835556631587', '1052049628991/47342226526348', '80926894709/3641709732796', '40463447423/1820854866398', '263012408603/11835556631587', '263012408882/11835556631587', '1052049636403/47342226526348', '1052049637085/47342226526348']
