['0', '18983149389/20744122641122', '18983694247/10372061320561', '56953807937/20744122641122', '151886999273/41488245282244', '189875115405/41488245282244', '113937079377/20744122641122', '265886330821/41488245282244', '303913842011/41488245282244', '341958913543/41488245282244', '95005944564/10372061320561', '418110682587/41488245282244', '456221888551/41488245282244', '494359674665/41488245282244', '266263169017/20744122641122', '570724196443/41488245282244', '152238897360/10372061320561', '323611440237/20744122641122', '685528459567/41488245282244', '723874743643/41488245282244', '762264180333/41488245282244', '800699249125/41488245282244', '419591231901/20744122641122', '438858187337/20744122641122', '916303571593/41488245282244', '238736671418/10372061320561', '993648392397/41488245282244', '1032411414809/41488245282244', '535619262867/20744122641122', '277533137836/10372061320561', '574548187407/20744122641122', '297033234787/10372061320561', '306811312829/10372061320561', '1266436386605/41488245282244', '1305709492193/41488245282244', '1345067792061/41488245282244', '1384514592311/41488245282244', '712026642835/20744122641122', '1463687357577/41488245282244', '1503420392739/41488245282244', '385814020252/10372061320561', '791599112529/20744122641122', '1623250748709/41488245282244', '1663417704825/41488245282244', '425925821332/10372061320561', '1744111832131/41488245282244', '1784647848161/41488245282244']
['2058348012855/96742800869594', '2058348108143/96742800869594', '2058348219231/96742800869594', '1029174174167/48371400434797', '2058348497719/96742800869594', '1029174334951/48371400434797', '2058348867371/96742800869594', '1029174546379/48371400434797', '2058349348509/96742800869594', '2058349637065/96742800869594', '187122723677/8794800079054', '2058350320473/96742800869594', '1029175359162/48371400434797', '2058351154773/96742800869594', '2058351629779/96742800869594', '1029176071395/48371400434797', '1029176346160/48371400434797', '1029176638177/48371400434797', '187123081087/8794800079054', '2058354535711/96742800869594', '2058355203383/96742800869594', '1029177945214/48371400434797', '1029178295817/48371400434797', '2058357301685/96742800869594', '1029179007433/48371400434797', '2058358725565/96742800869594', '2058359428033/96742800869594', '93561823496/4397400039527', '2058360786915/96742800869594', '1029180716702/48371400434797', '1029181026024/48371400434797', '1029181319659/48371400434797', '1029181596086/48371400434797', '1029181854247/48371400434797', '2058364186711/96742800869594', '1029182313096/48371400434797', '1029182513422/48371400434797', '2058365389405/96742800869594', '2058365715037/96742800869594', '2058366005559/96742800869594', '1029183131503/48371400434797', '2058366489835/96742800869594', '187124244411/8794800079054', '1029183430860/48371400434797', '2058367011947/96742800869594', '1029183570872/48371400434797', '2058367253401/96742800869594']
['1646678894819/77394241212975', '8233394826911/386971206064875', '8233395238741/386971206064875', '8233395717733/386971206064875', '8233396272649/386971206064875', '8233396912783/386971206064875', '329335905911/15478848242595', '8233398487393/386971206064875', '2744466480401/128990402021625', '182964455961/8599360134775', '8233401726577/386971206064875', '2744467690967/128990402021625', '8233404562123/386971206064875', '8233406197007/386971206064875', '8233407977861/386971206064875', '8233409902361/386971206064875', '8233411965367/386971206064875', '8233414158961/386971206064875', '8233416472451/386971206064875', '8233418892563/386971206064875', '2744473801219/128990402021625', '8233423988087/386971206064875', '2744475542167/128990402021625', '914825477589/42996800673875', '2744477327387/128990402021625', '8233434656381/386971206064875', '914826366613/42996800673875', '2744479963601/128990402021625', '265594916471/12482942131125', '8233444840927/386971206064875', '8233447165757/386971206064875', '1646689874281/77394241212975', '8233451446781/386971206064875', '8233453383587/386971206064875', '2744485058783/128990402021625', '1646691364493/77394241212975', '914828702449/42996800673875', '2744486559239/128990402021625', '1646692178867/77394241212975', '2744487326201/128990402021625', '8233462938629/386971206064875', '914829309281/42996800673875', '1646692904593/77394241212975', '8233465166803/386971206064875', '1646693144957/77394241212975', '2744488735433/128990402021625', '8233466620189/386971206064875']
['4116698448385/193485604325687', '4116698610625/193485604325687', '4116698800279/193485604325687', '4116699021065/193485604325687', '4116699277211/193485604325687', '4116699572979/193485604325687', '4116699913033/193485604325687', '111262170321/5229340657451', '4116700744185/193485604325687', '4116701244115/193485604325687', '4116701805683/193485604325687', '4116702431955/193485604325687', '4116703125475/193485604325687', '4116703887461/193485604325687', '4116704718303/193485604325687', '4116705616781/193485604325687', '4116706580727/193485604325687', '4116707606253/193485604325687', '4116708688537/193485604325687', '4116709821141/193485604325687', '4116710996891/193485604325687', '4116712207231/193485604325687', '4116713443233/193485604325687', '4116714694931/193485604325687', '4116715952429/193485604325687', '4116717205251/193485604325687', '4116718443451/193485604325687', '4116719656979/193485604325687', '4116720836771/193485604325687', '4116721974119/193485604325687', '4116723061661/193485604325687', '4116724092769/193485604325687', '4116725062437/193485604325687', '4116725966599/193485604325687', '4116726802927/193485604325687', '4116727570081/193485604325687', '4116728268353/193485604325687', '4116728898907/193485604325687', '4116729464261/193485604325687', '4116729967485/193485604325687', '4116730412617/193485604325687', '4116730803859/193485604325687', '4116731145923/193485604325687', '4116731443363/193485604325687', '111263018943/5229340657451', '4116731922811/193485604325687', '4116732113387/193485604325687']
['8233399035849/386971210929617', '8233399335999/386971210929617', '8233399687145/386971210929617', '8233400096449/386971210929617', '8233400571687/386971210929617', '8233401121113/386971210929617', '8233401753339/386971210929617', '8233402477127/386971210929617', '8233403301133/386971210929617', '8233404233545/386971210929617', '8233405281783/386971210929617', '8233406452039/386971210929617', '8233407748957/386971210929617', '8233409175267/386971210929617', '8233410731519/386971210929617', '8233412415849/386971210929617', '8233414223907/386971210929617', '8233416148769/386971210929617', '8233418181015/386971210929617', '8233420308845/386971210929617', '8233422518323/386971210929617', '8233424793619/386971210929617', '8233427117419/386971210929617', '8233429471193/386971210929617', '8233431835769/386971210929617', '8233434191643/386971210929617', '8233436519549/386971210929617', '8233438800799/386971210929617', '8233441017823/386971210929617', '8233443154497/386971210929617', '8233445196539/386971210929617', '8233447131791/386971210929617', '8233448950485/386971210929617', '8233450645363/386971210929617', '8233452211783/386971210929617', '8233453647651/386971210929617', '8233454953343/386971210929617', '8233456131487/386971210929617', '8233457186687/386971210929617', '8233458125141/386971210929617', '8233458954321/386971210929617', '8233459682489/386971210929617', '8233460318381/386971210929617', '8233460870851/386971210929617', '8233461348601/386971210929617', '8233461759959/386971210929617', '8233462112775/386971210929617']
['7651859828/359638673985', '2058350362687/96742803301965', '2058350443433/96742803301965', '2058350537692/96742803301965', '2058350647238/96742803301965', '228705641563/10749200366885', '2058350920153/96742803301965', '411670217525/19348560660393', '2058351278474/96742803301965', '45741144327/2149840073377', '411670347610/19348560660393', '2058352010042/96742803301965', '686117437247/32247601100655', '2058352643903/96742803301965', '2058353006608/96742803301965', '2058353399534/96742803301965', '137223588106/6449520220131', '2058354271258/96742803301965', '2058354746239/96742803301965', '2058355243852/96742803301965', '2058355760716/96742803301965', '686118764398/32247601100655', '2058356837093/96742803301965', '228706376459/10749200366885', '137223862778/6449520220131', '228706499244/10749200366885', '2058359038049/96742803301965', '411671914382/19348560660393', '2058360090526/96742803301965', '2058360590189/96742803301965', '228706785271/10749200366885', '2058361519511/96742803301965', '686120648008/32247601100655', '228706926598/10749200366885', '686120901476/32247601100655', '411672607757/19348560660393', '45741407611/2149840073377', '137224241086/6449520220131', '686121287071/32247601100655', '2058364078828/96742803301965', '2058364270852/96742803301965', '411672887863/19348560660393', '686121528743/32247601100655', '228707190416/10749200366885', '411672964771/19348560660393', '2058364918574/96742803301965', '2058364999694/96742803301965']
['8233403061085/386971215211917', '8233403315915/386971215211917', '304940874619/14332267230071', '8233403963803/386971215211917', '8233404370025/386971215211917', '2744468280241/128990405070639', '8233405383569/386971215211917', '1176200858059/55281602173131', '8233406717041/386971215211917', '8233407522911/386971215211917', '914823158975/42996801690213', '1176201349483/55281602173131', '8233410574091/386971215211917', '8233411816583/386971215211917', '130689098009/6142400241459', '2744471548879/128990405070639', '8233416229057/386971215211917', '1176202559405/55281602173131', '8233419698675/386971215211917', '2744473855703/128990405070639', '8233423508699/386971215211917', '8233425509339/386971215211917', '8233427553469/386971215211917', '8233429624499/386971215211917', '1176204529313/55281602173131', '392068275145/18427200724377', '8233435825735/386971215211917', '2744479277179/128990405070639', '1176205682809/55281602173131', '8233441655735/386971215211917', '914827049669/42996801690213', '8233445142743/386971215211917', '8233446734285/386971215211917', '8233448215375/386971215211917', '2744483194009/128990405070639', '8233450832629/386971215211917', '1176207423965/55281602173131', '8233452989999/386971215211917', '8233453903691/386971215211917', '8233454714599/386971215211917', '8233455429523/386971215211917', '8233456055983/386971215211917', '8233456601845/386971215211917', '1176208153577/55281602173131', '392069403967/18427200724377', '1176208262009/55281602173131', '8233458134213/386971215211917']
['4116702473621/193485608607987', '457411398949/21498400956443', '4116702727847/193485608607987', '4116702888419/193485608607987', '4116703075549/193485608607987', '1372234430863/64495202869329', '457411504807/21498400956443', '4116703831163/193485608607987', '1372234720031/64495202869329', '4116704533481/193485608607987', '4116704954675/193485608607987', '457411714033/21498400956443', '4116705950609/193485608607987', '4116706528777/193485608607987', '4116707161351/193485608607987', '4116707847569/193485608607987', '4116708585877/193485608607987', '457412152591/21498400956443', '457412245133/21498400956443', '4116711079405/193485608607987', '1372237329089/64495202869329', '4116712922951/193485608607987', '1372237959761/64495202869329', '4116714848237/193485608607987', '4116715821851/193485608607987', '1372238930551/64495202869329', '457413083293/21498400956443', '4116718687717/193485608607987', '4116719598611/193485608607987', '4116720475357/193485608607987', '457413479127/21498400956443', '4116722103721/193485608607987', '4116722846237/193485608607987', '4116723536611/193485608607987', '457413797019/21498400956443', '4116724755059/193485608607987', '4116725282765/193485608607987', '4116725757419/193485608607987', '4116726181265/193485608607987', '4116726556943/193485608607987', '4116726887819/193485608607987', '457414130817/21498400956443', '4116727429387/193485608607987', '4116727647551/193485608607987', '4116727835597/193485608607987', '4116727996915/193485608607987', '4116728134825/193485608607987']
['8233406608291/386971218976773', '2744468941397/128990406325591', '8233407077933/386971218976773', '2744469125021/128990406325591', '8233407721631/386971218976773', '8233408124113/386971218976773', '8233408589353/386971218976773', '8233409124361/386971218976773', '8233409736145/386971218976773', '8233410431443/386971218976773', '8233411216433/386971218976773', '2744470698799/128990406325591', '8233413075439/386971218976773', '8233414156147/386971218976773', '8233415339383/386971218976773', '2744472208023/128990406325591', '8233418007083/386971218976773', '2744473161065/128990406325591', '8233421045137/386971218976773', '2744474227877/128990406325591', '2744474795873/128990406325591', '8233426144487/386971218976773', '8233427940335/386971218976773', '8233429760281/386971218976773', '8233431588869/386971218976773', '8233433410393/386971218976773', '2744478403109/128990406325591', '8233436970661/386971218976773', '8233438680295/386971218976773', '8233440325379/386971218976773', '8233441894591/386971218976773', '2744481126127/128990406325591', '2744481589735/128990406325591', '8233446061589/386971218976773', '8233447252193/386971218976773', '8233448339767/386971218976773', '8233449325061/386971218976773', '2744483403531/128990406325591', '8233451000449/386971218976773', '8233451699935/386971218976773', '8233452315271/386971218976773', '2744484284419/128990406325591', '8233453320971/386971218976773', '2744484575163/128990406325591', '2744484691239/128990406325591', '8233454372195/386971218976773', '2744484875675/128990406325591']
['55631136955/2614670410389', '686117372275/32247601728131', '686117391681/32247601728131', '2058352243322/96742805184393', '2058352323041/96742805184393', '2058352415762/96742805184393', '2058352523045/96742805184393', '2058352646599/96742805184393', '2058352788026/96742805184393', '2058352948981/96742805184393', '686117710293/32247601728131', '686117778350/32247601728131', '2058353562415/96742805184393', '686117937895/32247601728131', '686118029672/32247601728131', '2058354388250/96742805184393', '2058354710603/96742805184393', '686118351646/32247601728131', '2058355419470/96742805184393', '2058355802113/96742805184393', '686118733392/32247601728131', '686118870256/32247601728131', '2058357030526/96742805184393', '2058357456022/96742805184393', '686119294503/32247601728131', '2058358309370/96742805184393', '686119576615/32247601728131', '686119713824/32247601728131', '2058359540842/96742805184393', '2058359925011/96742805184393', '2058360291224/96742805184393', '2058360637330/96742805184393', '2058360961484/96742805184393', '2058361262489/96742805184393', '2058361539511/96742805184393', '2058361792354/96742805184393', '686120673716/32247601728131', '2058362226587/96742805184393', '2058362409592/96742805184393', '2058362571496/96742805184393', '2058362713726/96742805184393', '686120945984/32247601728131', '2058362945792/96742805184393', '2058363038969/96742805184393', '2058363119060/96742805184393', '2058363187640/96742805184393', '2058363246100/96742805184393']
['1372234955020/64495203713749', '4116704956324/193485611141247', '4116705063839/193485611141247', '132796941614/6241471327137', '4116705337573/193485611141247', '4116705509321/193485611141247', '4116705708304/193485611141247', '132796965731/6241471327137', '1372235400177/64495203713749', '4116706499957/193485611141247', '4116706838749/193485611141247', '4116707219344/193485611141247', '1372235881215/64495203713749', '4116708112912/193485611141247', '4116708627619/193485611141247', '4116709187375/193485611141247', '4116709790875/193485611141247', '1372236811953/64495203713749', '132797132875/6241471327137', '1372237278864/64495203713749', '4116712583336/193485611141247', '1372237784578/64495203713749', '4116714141574/193485611141247', '4116714940205/193485611141247', '1372238580895/64495203713749', '4116716541997/193485611141247', '1372239110391/64495203713749', '1372239367833/64495203713749', '4116718852676/193485611141247', '4116719572982/193485611141247', '1372240086457/64495203713749', '4116720907642/193485611141247', '4116721514480/193485611141247', '4116722077513/193485611141247', '4116722595343/193485611141247', '4116723067510/193485611141247', '4116723494438/193485611141247', '132797544431/6241471327137', '4116724218179/193485611141247', '4116724519339/193485611141247', '4116724783673/193485611141247', '4116725014253/193485611141247', '1372241738082/64495203713749', '4116725386820/193485611141247', '4116725535031/193485611141247', '4116725661769/193485611141247', '4116725769719/193485611141247']
['2058352797725/96742805956854', '2058352839499/96742805956854', '1029176444398/48371402978427', '343058824452/16123800992809', '1029176507266/48371402978427', '686117697853/32247601985618', '2058353185259/96742805956854', '1029176645531/48371402978427', '2058353412505/96742805956854', '1029176775488/48371402978427', '1029176853935/48371402978427', '1029176942147/48371402978427', '1029177040615/48371402978427', '2058354299227/96742805956854', '2058354538603/96742805956854', '686118266375/32247601985618', '1029177540136/48371402978427', '686118460307/32247601985618', '2058355699655/96742805956854', '50203805719/2359580633094', '1029178191580/48371402978427', '343059457161/16123800992809', '343059518508/16123800992809', '2058357484183/96742805956854', '343059643196/16123800992809', '2058358232627/96742805956854', '343059766888/16123800992809', '686119654009/32247601985618', '1029179655917/48371402978427', '686119882657/32247601985618', '2058359968147/96742805956854', '8367318172/393263438849', '343060092166/16123800992809', '1029180407512/48371402978427', '343060175972/16123800992809', '343060212526/16123800992809', '1029180736645/48371402978427', '343060275129/16123800992809', '2058361808587/96742805956854', '686120649281/32247601985618', '2058362069947/96742805956854', '2058362176301/96742805956854', '1029181134227/48371402978427', '686120782617/32247601985618', '2058362415971/96742805956854', '2058362474129/96742805956854', '2058362523619/96742805956854']
['4116706236949/193485612590649', '1372235437978/64495204196883', '4116706404851/193485612590649', '4116706511822/193485612590649', '4116706637185/193485612590649', '4116706783466/193485612590649', '4116706953353/193485612590649', '4116707149628/193485612590649', '4116707375111/193485612590649', '1372235877514/64495204196883', '4116707924474/193485612590649', '4116708253136/193485612590649', '4116708620312/193485612590649', '4116709027193/193485612590649', '4116709474297/193485612590649', '4116709961357/193485612590649', '4116710487284/193485612590649', '1372237016708/64495204196883', '4116711647089/193485612590649', '457412474951/21498401398961', '4116712928177/193485612590649', '42440346422/1994697037017', '14146784513/664899012339', '4116714993274/193485612590649', '1372238565569/64495204196883', '4116716397287/193485612590649', '1372239029596/64495204196883', '457413085023/21498401398961', '4116718420921/193485612590649', '4116719050829/193485612590649', '4116719650471/193485612590649', '457413357347/21498401398961', '4116720744895/193485612590649', '4116721234738/193485612590649', '1372240561495/64495204196883', '4116722093807/193485612590649', '4116722463184/193485612590649', '4116722793788/193485612590649', '42440444200/1994697037017', '1372241115421/64495204196883', '4116723572950/193485612590649', '4116723770224/193485612590649', '1372241313644/64495204196883', '4116724087882/193485612590649', '4116724213786/193485612590649', '4116724321192/193485612590649', '4116724412456/193485612590649']
['2058353439224/96742806633795', '411670694887/19348561326759', '137223567737/6449520442253', '411670713022/19348561326759', '2058353622653/96742806633795', '2058353689907/96742806633795', '686117922698/32247602211265', '2058353858566/96742806633795', '2058353962606/96742806633795', '2058354081566/96742806633795', '294050602372/13820400947685', '2058354368842/96742806633795', '686118179694/32247602211265', '2058354727966/96742806633795', '686118311898/32247602211265', '2058355162232/96742806633795', '686118469004/32247602211265', '686118556401/32247602211265', '2058355947434/96742806633795', '58810178288/2764080189537', '686118848339/32247602211265', '2058356859968/96742806633795', '137223812149/6449520442253', '686119169697/32247602211265', '686119279177/32247602211265', '19603411092/921360063179', '137223899164/6449520442253', '137223920212/6449520442253', '686119703029/32247602211265', '2058359402858/96742806633795', '686119894108/32247602211265', '686119981937/32247602211265', '2058360191899/96742806633795', '2058360419714/96742806633795', '98017172793/4606800315895', '2058360818651/96742806633795', '2058360989894/96742806633795', '2058361143014/96742806633795', '98017203753/4606800315895', '137224093228/6449520442253', '686120501001/32247602211265', '2058361593923/96742806633795', '2058361672478/96742806633795', '2058361740031/96742806633795', '411672359563/19348561326759', '2058361847063/96742806633795', '2058361888837/96742806633795']
['8233414882129/386971227719937', '8233415011723/386971227719937', '1176202166449/55281603959991', '1176202192301/55281603959991', '8233415558699/386971227719937', '8233415807377/386971227719937', '8233416096881/386971227719937', '130689149717/6142400439999', '2744472272755/128990409239979', '8233417260107/386971227719937', '8233417762315/386971227719937', '8233418328977/386971227719937', '8233418963383/386971227719937', '2744473222609/128990409239979', '8233420443361/386971227719937', '8233421289679/386971227719937', '8233422204961/386971227719937', '8233423185865/386971227719937', '914824914167/42996803079993', '2744475107839/128990409239979', '304941720969/14332267693331', '8233427646551/386971227719937', '2744476284925/128990409239979', '8233430080231/386971227719937', '392068157705/18427201319997', '8233432538273/386971227719937', '8233433748485/386971227719937', '8233434931733/386971227719937', '8233436077981/386971227719937', '8233437178175/386971227719937', '304942156459/14332267693331', '2744479736699/128990409239979', '8233440130219/386971227719937', '8233440981253/386971227719937', '8233441761245/386971227719937', '2744480823263/128990409239979', '8233443107873/386971227719937', '8233443677761/386971227719937', '8233444182749/386971227719937', '8233444626949/386971227719937', '2744481671671/128990409239979', '1176206478847/55281603959991', '2744481880921/128990409239979', '914827321391/42996803079993', '8233446105979/386971227719937', '914827365293/42996803079993', '8233446441607/386971227719937']
['196033714461/9213600688207', '1372236020951/64495204817449', '4116708133033/193485614452347', '4116708215887/193485614452347', '4116708313393/193485614452347', '1372236142521/64495204817449', '4116708560693/193485614452347', '4116708715039/193485614452347', '4116708893053/193485614452347', '4116709096975/193485614452347', '4116709329107/193485614452347', '1372236530431/64495204817449', '4116709885219/193485614452347', '4116710211895/193485614452347', '4116710571973/193485614452347', '1372236988405/64495204817449', '77673799829/3650671970799', '4116711847459/193485614452347', '588101761805/27640802064621', '242159579021/11381506732491', '1372237792043/64495204817449', '4116713926615/193485614452347', '1372238163435/64495204817449', '4116715062049/193485614452347', '1372238545581/64495204817449', '4116716208953/193485614452347', '4116716773565/193485614452347', '242159842669/11381506732491', '588102551401/27640802064621', '588102624637/27640802064621', '1372239619915/64495204817449', '1372239772825/64495204817449', '4116719746421/193485614452347', '1372240047275/64495204817449', '4116720503939/193485614452347', '4116720832487/193485614452347', '4116721128085/193485614452347', '1372240463911/64495204817449', '4116721625123/193485614452347', '588103118587/27640802064621', '1372240669669/64495204817449', '80720042433/3793835577497', '11096286517/521524567257', '4116722412457/193485614452347', '1372240836783/64495204817449', '4116722593511/193485614452347', '4116722663933/193485614452347']
['8233416992921/386971229940169', '8233417101739/386971229940169', '1176202461557/55281604277167', '1176202483375/55281604277167', '8233417563501/386971229940169', '8233417774433/386971229940169', '8233418020605/386971229940169', '8233418306411/386971229940169', '8233418636339/386971229940169', '8233419014799/386971229940169', '8233419445989/386971229940169', '17555266383/825098571301', '8233420480759/386971229940169', '1176203012793/55281604277167', '8233421761091/386971229940169', '8233422495217/386971229940169', '1176203327209/55281604277167', '1176203449135/55281604277167', '1176203578773/55281604277167', '8233426007265/386971229940169', '8233427004671/386971229940169', '8233428035703/386971229940169', '1176204155939/55281604277167', '8233430162805/386971229940169', '8233431239487/386971229940169', '1176204615941/55281604277167', '8233433369171/386971229940169', '8233434402657/386971229940169', '1176205057593/55281604277167', '8233436362583/386971229940169', '8233437273959/386971229940169', '1176205447361/55281604277167', '8233438930881/386971229940169', '1176205666999/55281604277167', '8233440344281/386971229940169', '8233440956507/386971229940169', '8233441506701/386971229940169', '1176205999573/55281604277167', '8233442430495/386971229940169', '1176206115841/55281604277167', '8233443142419/386971229940169', '8233443429545/386971229940169', '8233443676789/386971229940169', '8233443888585/386971229940169', '8233444069155/386971229940169', '8233444222431/386971229940169', '8233444352025/386971229940169']
['2058354494620/96742807743911', '2058354519443/96742807743911', '2058354548933/96742807743911', '2058354583869/96742807743911', '294050660722/13820401106273', '2058354673435/96742807743911', '294050675708/13820401106273', '294050685098/13820401106273', '294050695949/13820401106273', '294050708416/13820401106273', '2058355058441/96742807743911', '2058355171167/96742807743911', '2058355297770/96742807743911', '2058355438828/96742807743911', '2058355594559/96742807743911', '2058355765001/96742807743911', '2058355949763/96742807743911', '2058356148243/96742807743911', '294050908484/13820401106273', '2058356581954/96742807743911', '2058356814271/96742807743911', '294051007792/13820401106273', '2058357300634/96742807743911', '2058357550378/96742807743911', '2058357801372/96742807743911', '2058358051317/96742807743911', '2058358297803/96742807743911', '294051219806/13820401106273', '4983919544/234244086547', '2058358995062/96742807743911', '294051315301/13820401106273', '2058359406526/96742807743911', '2058359592230/96742807743911', '2058359763584/96742807743911', '2058359920171/96742807743911', '294051437430/13820401106273', '2058360189308/96742807743911', '2058360302639/96742807743911', '294051486098/13820401106273', '294051498627/13820401106273', '2058360566706/96742807743911', '2058360632731/96742807743911', '2058360689491/96742807743911', '2058360738064/96742807743911', '2058360779403/96742807743911', '2058360814460/96742807743911', '2058360844046/96742807743911']
['914824315601/42996803542143', '2744472977189/128990410626429', '8233419040043/386971231879287', '8233419168653/386971231879287', '8233419320509/386971231879287', '8233419499039/386971231879287', '8233419707929/386971231879287', '8233419951061/386971231879287', '8233420232425/386971231879287', '748492777817/35179202898117', '2744473641835/128990410626429', '748492849489/35179202898117', '748492892311/35179202898117', '8233422340661/386971231879287', '748492992835/35179202898117', '8233423556993/386971231879287', '8233424246869/386971231879287', '8233424988365/386971231879287', '8233425777781/386971231879287', '2744475536735/128990410626429', '2744475826529/128990410626429', '748493488993/35179202898117', '8233429300369/386971231879287', '8233430235497/386971231879287', '8233431175487/386971231879287', '2744477370455/128990410626429', '2744477678093/128990410626429', '8233433935717/386971231879287', '8233434807745/386971231879287', '8233435643221/386971231879287', '8233436435969/386971231879287', '2744479060313/128990410626429', '8233437874289/386971231879287', '8233438513457/386971231879287', '8233439097127/386971231879287', '8233439625229/386971231879287', '8233440098813/386971231879287', '914826724433/42996803542143', '2744480297099/128990410626429', '8233441216435/386971231879287', '2744480499701/128990410626429', '8233441743299/386971231879287', '8233441953049/386971231879287', '2744480710757/128990410626429', '2744480761559/128990410626429', '8233442413721/386971231879287', '8233442522539/386971231879287']
['4116709851169/193485616391465', '4116709892681/193485616391465', '4116709942177/193485616391465', '823342000183/38697123278293', '4116710070401/193485616391465', '4116710152169/193485616391465', '4116710248017/193485616391465', '4116710359689/193485616391465', '4116710489139/193485616391465', '4116710638163/193485616391465', '4116710808623/193485616391465', '823342200409/38697123278293', '4116711219881/193485616391465', '823342292601/38697123278293', '4116711732067/193485616391465', '4116712026991/193485616391465', '4116712347343/193485616391465', '4116712691879/193485616391465', '823342611801/38697123278293', '4116713446297/193485616391465', '823342770209/38697123278293', '823342853967/38697123278293', '4116714699101/193485616391465', '4116715134741/193485616391465', '4116715572743/193485616391465', '4116716008731/193485616391465', '4116716438673/193485616391465', '4116716858433/193485616391465', '4116717264401/193485616391465', '4116717653097/193485616391465', '823343604351/38697123278293', '4116718367887/193485616391465', '4116718689829/193485616391465', '4116718986289/193485616391465', '823343851357/38697123278293', '4116719501209/193485616391465', '4116719720197/193485616391465', '4116719914619/193485616391465', '823344017185/38697123278293', '4116720235657/193485616391465', '4116720365691/193485616391465', '4116720477837/193485616391465', '4116720574067/193485616391465', '4116720656143/193485616391465', '4116720725871/193485616391465', '4116720784801/193485616391465', '4116720834447/193485616391465']
['8233420455123/386971233570533', '8233420531299/386971233570533', '8233420622191/386971233570533', '8233420730233/386971233570533', '8233420858149/386971233570533', '200815146559/9438322770013', '200815150873/9438322770013', '8233421392191/386971233570533', '8233421631657/386971233570533', '8233421907729/386971233570533', '8233422223801/386971233570533', '8233422582941/386971233570533', '8233422987747/386971233570533', '8233423440113/386971233570533', '8233423941123/386971233570533', '8233424490875/386971233570533', '8233425088405/386971233570533', '8233425731619/386971233570533', '8233426417313/386971233570533', '8233427141179/386971233570533', '8233427897889/386971233570533', '8233428681223/386971233570533', '8233429484241/386971233570533', '8233430299415/386971233570533', '8233431118923/386971233570533', '8233431934741/386971233570533', '8233432739015/386971233570533', '8233433524149/386971233570533', '8233434283117/386971233570533', '8233435009583/386971233570533', '8233435698111/386971233570533', '8233436344269/386971233570533', '8233436944733/386971233570533', '8233437497307/386971233570533', '8233438000947/386971233570533', '8233438455695/386971233570533', '8233438862605/386971233570533', '8233439223563/386971233570533', '8233439541173/386971233570533', '8233439818527/386971233570533', '8233440059047/386971233570533', '8233440266299/386971233570533', '8233440443861/386971233570533', '8233440595181/386971233570533', '8233440723531/386971233570533', '8233440831915/386971233570533', '8233440923073/386971233570533']
['2058355301977/96742808589534', '2058355319309/96742808589534', '686118446669/32247602863178', '2058355364659/96742808589534', '1029177696937/48371404294767', '686118476125/32247602863178', '1029177734444/48371404294767', '686118505417/32247602863178', '686118523753/32247602863178', '2058355634783/96742808589534', '2058355707589/96742808589534', '343059298408/16123801431589', '2058355883933/96742808589534', '1029177994277/48371404294767', '1029178052264/48371404294767', '1029178115971/48371404294767', '686118790177/32247602863178', '1029178259935/48371404294767', '1029178339577/48371404294767', '686118949147/32247602863178', '1029178511711/48371404294767', '1029178602847/48371404294767', '1029178696285/48371404294767', '2058357582337/96742808589534', '1029178886545/48371404294767', '2058357963005/96742808589534', '2058358150171/96742808589534', '343059722143/16123801431589', '1029179254679/48371404294767', '2058358678243/96742808589534', '343059806363/16123801431589', '2058358988191/96742808589534', '1029179563726/48371404294767', '2058359255509/96742808589534', '2058359372081/96742808589534', '2058359477243/96742808589534', '343059928534/16123801431589', '343059942412/16123801431589', '343059954604/16123801431589', '2058359791435/96742808589534', '1029179923339/48371404294767', '2058359894231/96742808589534', '686119978299/32247602863178', '2058359969519/96742808589534', '343059999805/16123801431589', '2058360023557/96742808589534', '686120014771/32247602863178']
['2058355466085/96742808760878', '294050783137/13820401251554', '4116711001903/193485617521756', '2058355523589/96742808760878', '1029177775231/48371404380439', '588101594921/27640802503108', '4116711239161/193485617521756', '2058355663291/96742808760878', '4116711428273/193485617521756', '1029177886453/48371404380439', '2058355840361/96742808760878', '2058355917199/96742808760878', '1029178002004/48371404380439', '4116712202475/193485617521756', '4116712418295/193485617521756', '2058356327787/96742808760878', '2058356456963/96742808760878', '588101884639/27640802503108', '2058356744907/96742808760878', '4116713804079/193485617521756', '2058357066457/96742808760878', '2058357236785/96742808760878', '1029178705743/48371404380439', '1029178794444/48371404380439', '4116715534497/193485617521756', '1029178972394/48371404380439', '4116716239515/193485617521756', '1029179145235/48371404380439', '1029179227684/48371404380439', '4116717226107/193485617521756', '2058358762325/96742808760878', '4116717804441/193485617521756', '4116718064029/193485617521756', '4116718302489/193485617521756', '4116718519405/193485617521756', '4116718714853/193485617521756', '2058359444669/96742808760878', '2058359521879/96742808760878', '4116719179295/193485617521756', '4116719297353/193485617521756', '4116719399467/193485617521756', '294051391945/13820401251554', '2058359781109/96742808760878', '2058359812979/96742808760878', '4116719679875/193485617521756', '4116719725283/193485617521756', '4116719763371/193485617521756']
