['0', '15796439/8471001506', '31595477/8471001506', '4309069/770091046', '63211897/8471001506', '79034519/8471001506', '94870319/8471001506', '110721967/8471001506', '126592175/8471001506', '142483719/8471001506', '158399389/8471001506', '174342015/8471001506', '190314585/8471001506', '206319875/8471001506', '222361171/8471001506', '238441403/8471001506', '254563869/8471001506', '270731817/8471001506', '286948697/8471001506', '303218013/8471001506', '319543421/8471001506', '335928741/8471001506', '352377931/8471001506', '368895137/8471001506', '385484709/8471001506', '36559201/770091046', '418899449/8471001506', '435734543/8471001506', '452661897/8471001506', '469687265/8471001506', '486816863/8471001506', '504057337/8471001506', '521415897/8471001506']
['296474539/9912764833', '296621561/9912764833', '296783719/9912764833', '296961219/9912764833', '297153811/9912764833', '10253833/341819477', '297582521/9912764833', '297817193/9912764833', '298064111/9912764833', '298322335/9912764833', '298590627/9912764833', '298867897/9912764833', '299152797/9912764833', '299444171/9912764833', '299740613/9912764833', '300040871/9912764833', '300343563/9912764833', '10367151/341819477', '300950903/9912764833', '301252831/9912764833', '301551717/9912764833', '301846281/9912764833', '302135055/9912764833', '302416791/9912764833', '302690043/9912764833', '302953621/9912764833', '303206149/9912764833', '303446555/9912764833', '303673639/9912764833', '303886547/9912764833', '304084409/9912764833', '304266803/9912764833', '304433405/9912764833']
['593367605/19826086823', '593643961/19826086823', '593949319/19826086823', '594283967/19826086823', '594647661/19826086823', '595039649/19826086823', '595458727/19826086823', '595903385/19826086823', '596371807/19826086823', '596861987/19826086823', '597371753/19826086823', '597898817/19826086823', '598440763/19826086823', '598995151/19826086823', '599559479/19826086823', '600131093/19826086823', '600707511/19826086823', '601286013/19826086823', '601864017/19826086823', '602438803/19826086823', '603007775/19826086823', '603568223/19826086823', '604117521/19826086823', '604653049/19826086823', '605172211/19826086823', '605672511/19826086823', '606151523/19826086823', '606606985/19826086823', '607036817/19826086823', '607439229/19826086823', '607812781/19826086823', '608156553/19826086823', '608470177/19826086823']
['148446533/4956660995', '29702240/991332199', '29716560/991332199', '148661374/4956660995', '29749385/991332199', '148839246/4956660995', '148938103/4956660995', '149043096/4956660995', '149153848/4956660995', '149269826/4956660995', '149390563/4956660995', '29903092/991332199', '149643983/4956660995', '29955098/991332199', '149909433/4956660995', '150045111/4956660995', '150181974/4956660995', '150319317/4956660995', '150456557/4956660995', '150592986/4956660995', '150728029/4956660995', '150860971/4956660995', '150991233/4956660995', '151118129/4956660995', '151241084/4956660995', '30271889/991332199', '151472687/4956660995', '30316043/991332199', '151681589/4956660995', '151776341/4956660995', '151864186/4956660995', '30388975/991332199', '11693722/381281615']
['297084015/9913573579', '297205460/9913573579', '297340091/9913573579', '297488101/9913573579', '297649441/9913573579', '297823821/9913573579', '298010740/9913573579', '298209524/9913573579', '42631339/1416224797', '22972259/762582583', '42695502/1416224797', '299105754/9913573579', '299349971/9913573579', '299600011/9913573579', '299854717/9913573579', '23085603/762582583', '300373195/9913573579', '23125733/762582583', '300895605/9913573579', '301155150/9913573579', '301411944/9913573579', '301664709/9913573579', '301912220/9913573579', '302153246/9913573579', '43198084/1416224797', '302611081/9913573579', '17813272/583151387', '303029180/9913573579', '43317260/1416224797', '303399752/9913573579', '303565375/9913573579', '303717322/9913573579', '23373500/762582583']
['74318741/2478456292', '2859505/95325242', '148757291/4956912584', '148826727/4956912584', '37225629/1239228146', '148984575/4956912584', '149072637/4956912584', '37291607/1239228146', '149265525/4956912584', '149369541/4956912584', '149477951/4956912584', '74795147/2478456292', '37426497/1239228146', '149824521/4956912584', '37486321/1239228146', '18758466/619614073', '150191221/4956912584', '37578803/1239228146', '18804881/619614073', '37640541/1239228146', '150683915/4956912584', '75401869/2478456292', '150920987/4956912584', '151035117/4956912584', '18893188/619614073', '37812909/1239228146', '151352937/4956912584', '151448965/4956912584', '7975749/260890136', '151623411/4956912584', '151701189/4956912584', '151772447/4956912584', '5839889/190650484']
['148724453/4957026003', '148777687/4957026003', '148836893/4957026003', '49634065/1652342001', '148973597/4957026003', '49683664/1652342001', '149134174/4957026003', '298445699/9914052006', '149316659/4957026003', '149415191/4957026003', '299035979/9914052006', '299249131/9914052006', '299468807/9914052006', '99897977/3304684002', '149961707/4957026003', '16675339/550780667', '150195431/4957026003', '50104423/1652342001', '300861947/9914052006', '301095911/9914052006', '150663634/4957026003', '50259139/1652342001', '301777457/9914052006', '150996994/4957026003', '100734439/3304684002', '16800243/550780667', '151298072/4957026003', '16820983/550780667', '302948191/9914052006', '50517824/1652342001', '101084485/3304684002', '151693723/4957026003', '303508891/9914052006']
['74405712/2478569711', '74430557/2478569711', '148916495/4957139422', '148977663/4957139422', '74522339/2478569711', '149117409/4957139422', '149195711/4957139422', '149279271/4957139422', '149367793/4957139422', '149460841/4957139422', '74779014/2478569711', '149658837/4957139422', '149762819/4957139422', '74934705/2478569711', '74989065/2478569711', '75044187/2478569711', '150199641/4957139422', '75155663/2478569711', '150422899/4957139422', '150533747/4957139422', '150643353/4957139422', '75375548/2478569711', '75428235/2478569711', '150958871/4957139422', '151057813/4957139422', '75576369/2478569711', '151243207/4957139422', '151328729/4957139422', '75704480/2478569711', '151483533/4957139422', '75776133/2478569711', '151614999/4957139422', '151671777/4957139422']
['595561807/19828965877', '667131/22204889', '595955753/19828965877', '596185655/19828965877', '596437833/19828965877', '596711993/19828965877', '597007451/19828965877', '597323201/19828965877', '597657981/19828965877', '598010283/19828965877', '598378465/19828965877', '598760727/19828965877', '599155155/19828965877', '599559749/19828965877', '599972491/19828965877', '85770173/2832709411', '600813779/19828965877', '601238063/19828965877', '601661793/19828965877', '602082799/19828965877', '86071271/2832709411', '602907857/19828965877', '603307545/19828965877', '603695821/19828965877', '604070627/19828965877', '86347143/2832709411', '604772099/19828965877', '605095213/19828965877', '605397887/19828965877', '605678923/19828965877', '4555921/149089969', '606173203/19828965877', '606386139/19828965877']
['297938959/9914687033', '298025755/9914687033', '298122763/9914687033', '298230329/9914687033', '298348477/9914687033', '298477175/9914687033', '298616029/9914687033', '298764659/9914687033', '298922395/9914687033', '299088601/9914687033', '299262409/9914687033', '299443053/9914687033', '299629517/9914687033', '299820929/9914687033', '300016231/9914687033', '300214463/9914687033', '300414497/9914687033', '300615411/9914687033', '300815995/9914687033', '301015305/9914687033', '301212191/9914687033', '301405665/9914687033', '301594605/9914687033', '301778079/9914687033', '301955001/9914687033', '302124525/9914687033', '302285685/9914687033', '302437755/9914687033', '302579967/9914687033', '302711857/9914687033', '302832961/9914687033', '302943205/9914687033', '303042585/9914687033']
['74520584/2478717589', '149081753/4957435178', '149127201/4957435178', '298355323/9914870356', '149233187/4957435178', '298587477/9914870356', '149359177/4957435178', '74714644/2478717589', '299007587/9914870356', '74791179/2478717589', '149664603/4957435178', '74875061/2478717589', '299676943/9914870356', '299858373/9914870356', '300043597/9914870356', '150115807/4957435178', '150210703/4957435178', '300611999/9914870356', '300802313/9914870356', '75247837/2478717589', '301178071/9914870356', '75340363/2478717589', '301540487/9914870356', '150857097/4957435178', '301881621/9914870356', '75510467/2478717589', '151097047/4957435178', '151168769/4957435178', '302471551/9914870356', '302595627/9914870356', '302709425/9914870356', '17812519/583227668', '302905911/9914870356']
['99408571/3305017893', '298301257/9915053679', '298386041/9915053679', '99493439/3305017893', '298584271/9915053679', '298697779/9915053679', '99606893/3305017893', '99650831/3305017893', '33232531/1101672631', '299240831/9915053679', '299396003/9915053679', '299557435/9915053679', '99908123/3305017893', '299895817/9915053679', '300070963/9915053679', '300248765/9915053679', '300428315/9915053679', '300608587/9915053679', '33420959/1101672631', '300967391/9915053679', '33460439/1101672631', '301317239/9915053679', '301486369/9915053679', '33516701/1101672631', '33534249/1101672631', '301959211/9915053679', '302102503/9915053679', '302237321/9915053679', '302363135/9915053679', '302479397/9915053679', '100861963/3305017893', '100894147/3305017893', '100923079/3305017893']
['596710865/19830435969', '596852033/19830435969', '597010667/19830435969', '597187405/19830435969', '199127511/6610145323', '597595973/19830435969', '597827321/19830435969', '598075837/19830435969', '598340545/19830435969', '598620257/19830435969', '199637867/6610145323', '599219077/19830435969', '599535077/19830435969', '599859865/19830435969', '600191701/19830435969', '200176247/6610145323', '200289689/6610145323', '601210861/19830435969', '601552117/19830435969', '601890973/19830435969', '200741827/6610145323', '602553739/19830435969', '602873885/19830435969', '201061363/6610145323', '603482621/19830435969', '603767819/19830435969', '604038161/19830435969', '604292293/19830435969', '604529077/19830435969', '201582547/6610145323', '604947469/19830435969', '201709473/6610145323', '605290759/19830435969']
['149242576/4957691145', '149275388/4957691145', '49770771/1652563715', '1370216/45483405', '149399131/4957691145', '149449097/4957691145', '13591211/450699195', '149561672/4957691145', '149623883/4957691145', '49896571/1652563715', '149758799/4957691145', '49943607/1652563715', '149905354/4957691145', '49994008/1652563715', '50020123/1652563715', '150139988/4957691145', '150220376/4957691145', '50100379/1652563715', '150381743/4957691145', '150461791/4957691145', '10036051/330512743', '30123650/991538229', '150693758/4957691145', '10051126/330512743', '30167438/991538229', '150904304/4957691145', '150967829/4957691145', '151027486/4957691145', '151082971/4957691145', '151134122/4957691145', '30236158/991538229', '50407663/1652563715', '151260761/4957691145']
['597204641/19831058601', '597327053/19831058601', '199155035/6610352867', '597619445/19831058601', '199263475/6610352867', '199326019/6610352867', '199394009/6610352867', '199467245/6610352867', '11295025/374170917', '598884739/19831058601', '599145743/19831058601', '599417975/19831058601', '599699947/19831058601', '599990075/19831058601', '200095579/6610352867', '600588229/19831058601', '200297585/6610352867', '200399547/6610352867', '601503991/19831058601', '200602367/6610352867', '602106139/19831058601', '602399341/19831058601', '602684987/19831058601', '602961397/19831058601', '201075655/6610352867', '201160065/6610352867', '603719705/19831058601', '201314763/6610352867', '201384319/6610352867', '604344985/19831058601', '604519969/19831058601', '201559293/6610352867', '201606349/6610352867']
['99573163/3305225437', '298776277/9915676311', '99613493/3305225437', '298912357/9915676311', '298992163/9915676311', '299079863/9915676311', '299175385/9915676311', '299278391/9915676311', '299388559/9915676311', '299505313/9915676311', '299628145/9915676311', '299756333/9915676311', '299889239/9915676311', '300026027/9915676311', '100055333/3305225437', '100102751/3305225437', '300452003/9915676311', '100198789/3305225437', '100246835/3305225437', '300883519/9915676311', '301024609/9915676311', '301162841/9915676311', '301297471/9915676311', '301427617/9915676311', '301552585/9915676311', '301671587/9915676311', '301784047/9915676311', '301889317/9915676311', '301987015/9915676311', '100692247/3305225437', '100719463/3305225437', '100743967/3305225437', '302297525/9915676311']
['597650067/19831615099', '597755905/19831615099', '597875707/19831615099', '598010123/19831615099', '598159547/19831615099', '598324063/19831615099', '598503459/19831615099', '598697229/19831615099', '598904647/19831615099', '599124773/19831615099', '599356499/19831615099', '599598581/19831615099', '599849675/19831615099', '600108309/19831615099', '600372987/19831615099', '600642143/19831615099', '600914097/19831615099', '601187297/19831615099', '601459985/19831615099', '601730571/19831615099', '601997359/19831615099', '602258715/19831615099', '602513049/19831615099', '602758813/19831615099', '602994549/19831615099', '603218885/19831615099', '603430585/19831615099', '603628579/19831615099', '603812015/19831615099', '603980287/19831615099', '604133113/19831615099', '604270537/19831615099', '604392949/19831615099']
['149465289/4957969394', '74744907/2478984697', '74758807/2478984697', '149548883/4957969394', '74791846/2478984697', '74811050/2478984697', '149664037/4957969394', '149709419/4957969394', '74879022/2478984697', '10700695/354140671', '149864177/4957969394', '74960562/2478984697', '74990109/2478984697', '150041141/4957969394', '75051747/2478984697', '150166945/4957969394', '150231047/4957969394', '150295465/4957969394', '75179870/2478984697', '75211763/2478984697', '150486375/4957969394', '150547937/4957969394', '150607789/4957969394', '75332799/2478984697', '75360491/2478984697', '150773649/4957969394', '150823269/4957969394', '150869631/4957969394', '75456250/2478984697', '21564539/708281342', '75493681/2478984697', '75509659/2478984697', '75523856/2478984697']
['598050979/19832111485', '119628445/3966422297', '2782539/92242379', '119672525/3966422297', '598492859/19832111485', '598636729/19832111485', '598794107/19832111485', '119792919/3966422297', '599147549/19832111485', '119868433/3966422297', '599547441/19832111485', '599762249/19832111485', '599985369/19832111485', '13958499/461211895', '600451107/19832111485', '600690911/19832111485', '600933289/19832111485', '601176803/19832111485', '601419827/19832111485', '601660897/19832111485', '601898417/19832111485', '602130903/19832111485', '602356877/19832111485', '602574921/19832111485', '602783707/19832111485', '120596399/3966422297', '603168663/19832111485', '603342793/19832111485', '120700727/3966422297', '603650703/19832111485', '603783811/19832111485', '603903077/19832111485', '120801783/3966422297']
['299120401/9916172697', '299162597/9916172697', '299210657/9916172697', '99754953/3305390899', '299325475/9916172697', '299392529/9916172697', '99822011/3305390899', '299545757/9916172697', '299631461/9916172697', '299722705/9916172697', '299819087/9916172697', '299920001/9916172697', '100008311/3305390899', '300133175/9916172697', '100081373/3305390899', '100119007/3305390899', '100157065/3305390899', '100195291/3305390899', '100233449/3305390899', '300813845/9916172697', '300925667/9916172697', '301035029/9916172697', '100380433/3305390899', '100414575/3305390899', '301341743/9916172697', '301434697/9916172697', '100507375/3305390899', '301603531/9916172697', '100559545/3305390899', '301747157/9916172697', '100603029/3305390899', '301864441/9916172697', '301913491/9916172697']
['74801378/2479069169', '299244723/9916276676', '299289443/9916276676', '299339989/9916276676', '149698293/4958138338', '74864832/2479069169', '74882045/2479069169', '299602991/9916276676', '299683491/9916276676', '149884659/4958138338', '299860035/9916276676', '74988783/2479069169', '300054049/9916276676', '300156175/9916276676', '150130433/4958138338', '75091867/2479069169', '75118814/2479069169', '150291781/4958138338', '150345817/4958138338', '75199699/2479069169', '75226078/2479069169', '301007491/9916276676', '301107663/9916276676', '150602089/4958138338', '150648213/4958138338', '301383849/9916276676', '150732977/4958138338', '301542329/9916276676', '301612661/9916276676', '150838379/4958138338', '75433641/2479069169', '301786167/9916276676', '150915895/4958138338']
['299290623/9916380655', '299326849/9916380655', '299368229/9916380655', '299415119/9916380655', '299467697/9916380655', '299526127/9916380655', '299590327/9916380655', '59932045/1983276131', '299735521/9916380655', '299815931/9916380655', '299900983/9916380655', '299990263/9916380655', '60016633/1983276131', '60035835/1983276131', '300277613/9916380655', '60075583/1983276131', '300479317/9916380655', '300581251/9916380655', '300682921/9916380655', '300783747/9916380655', '300882957/9916380655', '300979953/9916380655', '301074027/9916380655', '301164631/9916380655', '301251109/9916380655', '301333001/9916380655', '301409783/9916380655', '301481127/9916380655', '301546687/9916380655', '301606359/9916380655', '301660041/9916380655', '301707893/9916380655', '301750089/9916380655']
['199577877/6610981957', '199600275/6610981957', '199625919/6610981957', '199655017/6610981957', '199687717/6610981957', '599172299/19832945871', '599292475/19832945871', '599423449/19832945871', '199854925/6610981957', '599715827/19832945871', '199958605/6610981957', '600043837/19832945871', '600218869/19832945871', '600399799/19832945871', '200195147/6610981957', '600774605/19832945871', '600965939/19832945871', '200386073/6610981957', '601350061/19832945871', '601540207/19832945871', '601727299/19832945871', '601910081/19832945871', '602087309/19832945871', '200752603/6610981957', '602420465/19832945871', '602574275/19832945871', '602718367/19832945871', '602852023/19832945871', '602974711/19832945871', '603086147/19832945871', '603186277/19832945871', '603275327/19832945871', '603353749/19832945871']
['9357594/309892663', '37434247/1239570652', '37438691/1239570652', '74887483/2479141304', '149797727/4958282608', '74911543/2479141304', '74925537/2479141304', '37470403/1239570652', '149914627/4958282608', '37487487/1239570652', '18748427/619785326', '150026787/4958282608', '37516963/1239570652', '18763789/619785326', '75076957/2479141304', '150198345/4958282608', '150243311/4958282608', '37572121/1239570652', '75166785/2479141304', '75189115/2479141304', '150422171/4958282608', '18808133/619785326', '150506641/4958282608', '150546589/4958282608', '75292339/2479141304', '150620637/4958282608', '37663573/1239570652', '18835681/619785326', '37678503/1239570652', '75369947/2479141304', '75381559/2479141304', '150783717/4958282608', '75400915/2479141304']
['299511014/9916646911', '299539711/9916646911', '299572695/9916646911', '299610270/9916646911', '299652660/9916646911', '299699993/9916646911', '299752292/9916646911', '299809469/9916646911', '299871341/9916646911', '299937639/9916646911', '300008016/9916646911', '300082060/9916646911', '300159318/9916646911', '300239280/9916646911', '300321399/9916646911', '300405134/9916646911', '300489869/9916646911', '300575025/9916646911', '300659983/9916646911', '300744150/9916646911', '300826905/9916646911', '300907677/9916646911', '300985895/9916646911', '301061018/9916646911', '301132551/9916646911', '301200039/9916646911', '301263098/9916646911', '301321418/9916646911', '301374781/9916646911', '301423076/9916646911', '301466312/9916646911', '301504613/9916646911', '301538210/9916646911']
['149789510/4958364303', '16644747/550929367', '149817931/4958364303', '149835304/4958364303', '149854933/4958364303', '49958969/1652788101', '149901218/4958364303', '149927857/4958364303', '149956714/4958364303', '16665299/550929367', '150020600/4958364303', '150055273/4958364303', '150091466/4958364303', '150128968/4958364303', '150167485/4958364303', '150206789/4958364303', '16694062/550929367', '150286541/4958364303', '150326413/4958364303', '150365920/4958364303', '150404734/4958364303', '150442613/4958364303', '150479254/4958364303', '150514429/4958364303', '150547873/4958364303', '50193134/1652788101', '150608806/4958364303', '16737330/550929367', '150660769/4958364303', '150683182/4958364303', '50234398/1652788101', '150720896/4958364303', '50245460/1652788101']
['599279239/19833601603', '599328103/19833601603', '599384495/19833601603', '599448991/19833601603', '599522037/19833601603', '599603915/19833601603', '599694697/19833601603', '599794275/19833601603', '599902351/19833601603', '600018455/19833601603', '600141985/19833601603', '600272211/19833601603', '600408299/19833601603', '600549341/19833601603', '600694329/19833601603', '600842269/19833601603', '600992049/19833601603', '601142585/19833601603', '601292751/19833601603', '601441451/19833601603', '601587553/19833601603', '601730007/19833601603', '601867771/19833601603', '601999869/19833601603', '602125393/19833601603', '602243547/19833601603', '602353651/19833601603', '602455169/19833601603', '602547749/19833601603', '602631235/19833601603', '602705683/19833601603', '602771377/19833601603', '602828771/19833601603']
['299700219/9916872997', '299722657/9916872997', '299748633/9916872997', '299778383/9916872997', '299812171/9916872997', '299850101/9916872997', '299892261/9916872997', '299938561/9916872997', '299988923/9916872997', '300043073/9916872997', '300100785/9916872997', '300161665/9916872997', '300225367/9916872997', '300291405/9916872997', '300359359/9916872997', '300428691/9916872997', '300498933/9916872997', '300569503/9916872997', '300639925/9916872997', '300709611/9916872997', '300778085/9916872997', '300844781/9916872997', '300909263/9916872997', '300971011/9916872997', '301029647/9916872997', '301084743/9916872997', '301136039/9916872997', '301183229/9916872997', '301226211/9916872997', '301264871/9916872997', '301299295/9916872997', '301329585/9916872997', '301356011/9916872997']
['599508101/19833873263', '599549559/19833873263', '599597609/19833873263', '599652789/19833873263', '599715535/19833873263', '599786137/19833873263', '599864713/19833873263', '599951185/19833873263', '600045327/19833873263', '600146735/19833873263', '600254885/19833873263', '600369125/19833873263', '600488713/19833873263', '600612815/19833873263', '600740525/19833873263', '600870925/19833873263', '601003017/19833873263', '601135773/19833873263', '601268203/19833873263', '601399265/19833873263', '601527947/19833873263', '601653281/19833873263', '601774323/19833873263', '601890181/19833873263', '602000049/19833873263', '602103211/19833873263', '602199081/19833873263', '602287197/19833873263', '602367279/19833873263', '602439219/19833873263', '602503125/19833873263', '602559285/19833873263', '602608149/19833873263']
['149903941/4958500133', '149913451/4958500133', '149924488/4958500133', '149937203/4958500133', '149951682/4958500133', '149968018/4958500133', '149986226/4958500133', '150006312/4958500133', '150028202/4958500133', '150051831/4958500133', '150077050/4958500133', '150103730/4958500133', '150131673/4958500133', '150160705/4958500133', '150190583/4958500133', '150221117/4958500133', '150252042/4958500133', '150283135/4958500133', '150314139/4958500133', '150344827/4958500133', '150374931/4958500133', '150404250/4958500133', '150432530/4958500133', '150459585/4958500133', '150485201/4958500133', '150509234/4958500133', '150531521/4958500133', '150551984/4958500133', '150570534/4958500133', '150587174/4958500133', '150601915/4958500133', '150614850/4958500133', '150626069/4958500133']
['599711239/19834112505', '199915433/6611370835', '199929033/6611370835', '199944719/6611370835', '599887889/19834112505', '119989717/3966822501', '40001093/1322274167', '600091283/19834112505', '200057687/6611370835', '600261407/19834112505', '200118619/6611370835', '200151943/6611370835', '120112133/3966822501', '600669617/19834112505', '600781849/19834112505', '600896531/19834112505', '120202553/3966822501', '200376527/6611370835', '200415369/6611370835', '601361369/19834112505', '120294889/3966822501', '40105631/1322274167', '601690561/19834112505', '200597309/6611370835', '200629283/6611370835', '200659231/6611370835', '602060939/19834112505', '602137211/19834112505', '602206277/19834112505', '602268083/19834112505', '602322767/19834112505', '602370623/19834112505', '200804027/6611370835']
['299903357/9917112239', '299919397/9917112239', '299938123/9917112239', '299959751/9917112239', '299984525/9917112239', '300012549/9917112239', '300043943/9917112239', '300078659/9917112239', '300116657/9917112239', '300157745/9917112239', '300201757/9917112239', '300248369/9917112239', '300297319/9917112239', '300348207/9917112239', '300400683/9917112239', '300454297/9917112239', '300508681/9917112239', '300563311/9917112239', '300617829/9917112239', '300671715/9917112239', '300724583/9917112239', '300775965/9917112239', '300825501/9917112239', '300872757/9917112239', '300917447/9917112239', '300959225/9917112239', '300997897/9917112239', '301033243/9917112239', '301065209/9917112239', '301093735/9917112239', '301118937/9917112239', '301140923/9917112239', '301159943/9917112239']
['599891109/19834322725', '599920651/19834322725', '599955183/19834322725', '23999807/793372909', '600041039/19834322725', '600093063/19834322725', '17147183/566694935', '85745153/2833474675', '600286923/19834322725', '600363681/19834322725', '600445953/19834322725', '85790461/2833474675', '600624907/19834322725', '600720329/19834322725', '600818741/19834322725', '85845623/2833474675', '85860201/2833474675', '85874853/2833474675', '601226267/19834322725', '601327397/19834322725', '85918077/2833474675', '601522883/19834322725', '85945093/2833474675', '601704121/19834322725', '601787651/19834322725', '120373137/3966864545', '85991111/2833474675', '602003601/19834322725', '602062989/19834322725', '86016561/2833474675', '602162567/19834322725', '602203207/19834322725', '602238267/19834322725']
['149993876/4958605243', '150000627/4958605243', '150008530/4958605243', '3488784/115316401', '150028257/4958605243', '150040257/4958605243', '150053731/4958605243', '150068706/4958605243', '150085133/4958605243', '150102968/4958605243', '150122098/4958605243', '150142429/4958605243', '150163794/4958605243', '150186061/4958605243', '150209029/4958605243', '150232532/4958605243', '150256363/4958605243', '150280330/4958605243', '150304219/4958605243', '150327841/4958605243', '150350978/4958605243', '150373459/4958605243', '150395075/4958605243', '150415682/4958605243', '150435102/4958605243', '150453230/4958605243', '150469940/4958605243', '150485179/4958605243', '150498890/4958605243', '150511096/4958605243', '150521815/4958605243', '150531142/4958605243', '150539162/4958605243']
['600049981/19834507019', '600074783/19834507019', '600103903/19834507019', '600137781/19834507019', '600176795/19834507019', '600221243/19834507019', '600271287/19834507019', '600326965/19834507019', '600388173/19834507019', '600454689/19834507019', '600526161/19834507019', '600602157/19834507019', '2492457/82300859', '600765509/19834507019', '600851593/19834507019', '600939677/19834507019', '601029055/19834507019', '601118899/19834507019', '601208495/19834507019', '35370413/1166735707', '601383735/19834507019', '35380465/1166735707', '601548815/19834507019', '35389755/1166735707', '601698383/19834507019', '601765977/19834507019', '601828227/19834507019', '601884873/19834507019', '601935781/19834507019', '601980977/19834507019', '602020623/19834507019', '602055021/19834507019', '35416739/1166735707']
['100020743/3305765511', '300073529/9917296533', '300086843/9917296533', '100034119/3305765511', '300120281/9917296533', '300140729/9917296533', '300163825/9917296533', '300189553/9917296533', '300217907/9917296533', '300248753/9917296533', '300281965/9917296533', '300317299/9917296533', '100118183/3305765511', '11125681/367307279', '300433535/9917296533', '300474613/9917296533', '300516329/9917296533', '300558239/9917296533', '100200019/3305765511', '300641339/9917296533', '300681779/9917296533', '33413443/1101921837', '300758665/9917296533', '300794471/9917296533', '300828179/9917296533', '300859517/9917296533', '300888347/9917296533', '300914515/9917296533', '100312667/3305765511', '33439865/1101921837', '300976993/9917296533', '300992737/9917296533', '100335413/3305765511']
['200063317/6611556069', '600210697/19834668207', '600235163/19834668207', '600263759/19834668207', '600296839/19834668207', '200111561/6611556069', '600377477/19834668207', '600425273/19834668207', '600477997/19834668207', '200178491/6611556069', '66733045/2203852023', '600663403/19834668207', '600733003/19834668207', '600805667/19834668207', '200293595/6611556069', '2473077/81624149', '66781757/2203852023', '601114325/19834668207', '601192615/19834668207', '601269923/19834668207', '601345583/19834668207', '601418933/19834668207', '200496443/6611556069', '601556201/19834668207', '601619045/19834668207', '601677431/19834668207', '601731029/19834668207', '66864403/2203852023', '601823131/19834668207', '601861585/19834668207', '200631725/6611556069', '601924187/19834668207', '7431469/244872447']
['50021287/1652895279', '150068584/4958685837', '50024720/1652895279', '150080701/4958685837', '150088279/4958685837', '150096977/4958685837', '150106826/4958685837', '150117860/4958685837', '150130045/4958685837', '150143360/4958685837', '150157720/4958685837', '50057684/1652895279', '150189227/4958685837', '21458020/708383691', '150223625/4958685837', '150241549/4958685837', '150259742/4958685837', '50092681/1652895279', '21470897/708383691', '5567196/183655031', '7158662/236127897', '150348973/4958685837', '150365332/4958685837', '16708985/550965093', '50131811/1652895279', '50136319/1652895279', '7162921/236127897', '150432556/4958685837', '21491795/708383691', '150451400/4958685837', '150459091/4958685837', '150465725/4958685837', '50157125/1652895279']
['300156474/9917404423', '300165117/9917404423', '300175358/9917404423', '300187382/9917404423', '300201356/9917404423', '300217416/9917404423', '300235651/9917404423', '300256102/9917404423', '300278745/9917404423', '300303506/9917404423', '300330264/9917404423', '300358849/9917404423', '300389052/9917404423', '300420638/9917404423', '300453334/9917404423', '300486843/9917404423', '300520881/9917404423', '300555110/9917404423', '300589229/9917404423', '300622903/9917404423', '300655831/9917404423', '300687710/9917404423', '300718254/9917404423', '300747210/9917404423', '300774352/9917404423', '300799497/9917404423', '300822504/9917404423', '300843285/9917404423', '300861811/9917404423', '300878118/9917404423', '300892296/9917404423', '300904486/9917404423', '300914859/9917404423']
['150092613/4958718586', '150096533/4958718586', '75050599/2479359293', '150106681/4958718586', '150113077/4958718586', '150120439/4958718586', '150128825/4958718586', '75069121/2479359293', '75074350/2479359293', '75080073/2479359293', '75086272/2479359293', '150185797/4958718586', '150199825/4958718586', '75107249/2479359293', '150229709/4958718586', '75122647/2479359293', '150261139/4958718586', '150277067/4958718586', '75146475/2479359293', '150308611/4958718586', '150323929/4958718586', '150338737/4958718586', '75176461/2479359293', '150366345/4958718586', '150378919/4958718586', '75195270/2479359293', '150401163/4958718586', '150410729/4958718586', '75209623/2479359293', '75213359/2479359293', '150433205/4958718586', '150438761/4958718586', '75221742/2479359293']
['600420755/19834931261', '600435097/19834931261', '600452177/19834931261', '600472325/19834931261', '600495853/19834931261', '600523017/19834931261', '600553999/19834931261', '600588885/19834931261', '600627663/19834931261', '600670211/19834931261', '600716325/19834931261', '600765709/19834931261', '600818003/19834931261', '600872779/19834931261', '600929561/19834931261', '600987805/19834931261', '601046995/19834931261', '601106537/19834931261', '601165871/19834931261', '601224395/19834931261', '601281573/19834931261', '601336851/19834931261', '601389723/19834931261', '601439735/19834931261', '601486499/19834931261', '601529687/19834931261', '601569067/19834931261', '601604497/19834931261', '601635951/19834931261', '601663513/19834931261', '601687367/19834931261', '601707775/19834931261', '601725061/19834931261']
['300235529/9917494089', '100080677/3305831363', '300249781/9917494089', '100086321/3305831363', '300269699/9917494089', '300282139/9917494089', '100098783/3305831363', '300312401/9917494089', '300330263/9917494089', '300349919/9917494089', '300371237/9917494089', '300394115/9917494089', '100139451/3305831363', '300443783/9917494089', '300470143/9917494089', '100165739/3305831363', '300524717/9917494089', '300552403/9917494089', '300579971/9917494089', '100202391/3305831363', '300633715/9917494089', '300659377/9917494089', '300683879/9917494089', '300707045/9917494089', '100242887/3305831363', '300748607/9917494089', '300766741/9917494089', '100261013/3305831363', '300797459/9917494089', '300810077/9917494089', '300820957/9917494089', '100276751/3305831363', '300838093/9917494089']
