['0', '98229185/73746850529', '392936473/147493701058', '589454003/147493701058', '786030763/147493701058', '491343311/73746850529', '1179441487/147493701058', '125119585/13408518278', '143029881/13408518278', '1770501583/147493701058', '1967854693/147493701058', '1082704410/73746850529', '2363184949/147493701058', '1280602200/73746850529', '2759488819/147493701058', '134457274/6704259139', '3156940495/147493701058', '1678076409/73746850529', '1777860094/73746850529', '3755666223/147493701058', '3956015105/147493701058', '4156791503/147493701058', '4358020761/147493701058', '4559728885/147493701058', '2380971269/73746850529', '4964689217/147493701058', '2583998633/73746850529', '5371895863/147493701058', '506946841/13408518278', '5781586741/147493701058', '2993721374/73746850529', '3097008509/73746850529', '290970213/6704259139', '3304731172/73746850529', '6818408309/147493701058', '3514111368/73746850529', '7238947741/147493701058', '7450627755/147493701058', '696664521/13408518278']
['35344971617/1378464988651', '35344973843/1378464988651', '35344976659/1378464988651', '35344980197/1378464988651', '35344984607/1378464988651', '35344990067/1378464988651', '35344996765/1378464988651', '35345004903/1378464988651', '35345014683/1378464988651', '35345026297/1378464988651', '35345039899/1378464988651', '35345055609/1378464988651', '23360921/911080627', '35345093481/1378464988651', '35345115549/1378464988651', '35345139515/1378464988651', '35345165141/1378464988651', '35345192143/1378464988651', '35345220173/1378464988651', '35345248829/1378464988651', '35345277725/1378464988651', '35345306415/1378464988651', '35345334505/1378464988651', '35345361595/1378464988651', '2079140431/81086175803', '35345411403/1378464988651', '35345433583/1378464988651', '35345453701/1378464988651', '35345471663/1378464988651', '35345487455/1378464988651', '2079147125/81086175803', '35345512791/1378464988651', '35345522609/1378464988651', '35345530775/1378464988651', '35345537493/1378464988651', '35345542967/1378464988651', '35345547387/1378464988651', '35345550931/1378464988651', '35345553751/1378464988651']
['8836249535/344616254038', '631160716/24615446717', '1262321521/49230893434', '4418125715/172308127019', '4418126206/172308127019', '8836253627/344616254038', '1262322161/49230893434', '4418128475/172308127019', '8836259151/344616254038', '4418130884/172308127019', '4418132423/172308127019', '8836268403/344616254038', '4418136232/172308127019', '4418138507/172308127019', '8836282047/344616254038', '8836287515/344616254038', '1262327625/49230893434', '8836299547/344616254038', '8836305967/344616254038', '8836312525/344616254038', '8836319145/344616254038', '8836325711/344616254038', '4418166072/172308127019', '631167024/24615446717', '4418172110/172308127019', '4418174856/172308127019', '4418177385/172308127019', '8836359345/344616254038', '8836363427/344616254038', '4418183501/172308127019', '1262338585/49230893434', '8836372723/344616254038', '631169638/24615446717', '8836376761/344616254038', '8836378265/344616254038', '8836379483/344616254038', '8836380467/344616254038', '8836381251/344616254038', '8836381875/344616254038']
['17672510288/689232519679', '17672511162/689232519679', '17672512273/689232519679', '17672513678/689232519679', '17672515440/689232519679', '17672517631/689232519679', '17672520335/689232519679', '1606593058/62657501789', '17672527627/689232519679', '17672532389/689232519679', '17672537994/689232519679', '1606594954/62657501789', '1606595629/62657501789', '17672560263/689232519679', '17672569495/689232519679', '17672579548/689232519679', '17672590322/689232519679', '17672601690/689232519679', '17672613509/689232519679', '17672625599/689232519679', '17672637792/689232519679', '1606604536/62657501789', '17672661739/689232519679', '17672673143/689232519679', '17672683960/689232519679', '17672694057/689232519679', '1606609394/62657501789', '17672711722/689232519679', '1606610835/62657501789', '17672725717/689232519679', '17672731348/689232519679', '17672736129/689232519679', '17672740132/689232519679', '17672743445/689232519679', '17672746156/689232519679', '17672748352/689232519679', '1606613647/62657501789', '17672751524/689232519679', '17672752637/689232519679']
['2945420251/114872088547', '8836261138/344616265641', '2945420542/114872088547', '8836262248/344616265641', '8836263028/344616265641', '8836264004/344616265641', '2945421736/114872088547', '8836266688/344616265641', '8836268476/344616265641', '8836270621/344616265641', '8836273148/344616265641', '8836276091/344616265641', '2945426485/114872088547', '8836283249/344616265641', '8836287448/344616265641', '8836292033/344616265641', '8836296947/344616265641', '8836302143/344616265641', '8836307542/344616265641', '8836313074/344616265641', '2945439549/114872088547', '2945441395/114872088547', '8836329595/344616265641', '8836334807/344616265641', '2945446580/114872088547', '2945448115/114872088547', '8836348564/344616265641', '8836352377/344616265641', '8836355758/344616265641', '2945452905/114872088547', '2945453751/114872088547', '8836363406/344616265641', '8836365200/344616265641', '8836366684/344616265641', '8836367891/344616265641', '8836368869/344616265641', '2945456550/114872088547', '8836370273/344616265641', '8836370762/344616265641']
['17672530964/689232541037', '17672531646/689232541037', '17672532519/689232541037', '17672533628/689232541037', '17672535028/689232541037', '17672536780/689232541037', '17672538952/689232541037', '17672541621/689232541037', '17672544863/689232541037', '17672548752/689232541037', '17672553353/689232541037', '17672558715/689232541037', '17672564865/689232541037', '17672571803/689232541037', '17672579505/689232541037', '17672587914/689232541037', '17672596947/689232541037', '17672606496/689232541037', '17672616434/689232541037', '17672626609/689232541037', '17672636873/689232541037', '17672647059/689232541037', '17672657017/689232541037', '17672666595/689232541037', '17672675662/689232541037', '17672684107/689232541037', '17672691845/689232541037', '17672698817/689232541037', '17672704997/689232541037', '17672710384/689232541037', '17672715004/689232541037', '17672718907/689232541037', '17672722159/689232541037', '17672724835/689232541037', '17672727012/689232541037', '17672728767/689232541037', '17672730169/689232541037', '17672731280/689232541037', '17672732154/689232541037']
['8836270211/344616275396', '2209067627/86154068849', '8836270893/344616275396', '2209067845/86154068849', '2209068000/86154068849', '2209068194/86154068849', '2209068436/86154068849', '8836274933/344616275396', '8836276387/344616275396', '8836278131/344616275396', '8836280205/344616275396', '2209070656/86154068849', '4418142705/172308137698', '4418144277/172308137698', '8836292057/344616275396', '8836295881/344616275396', '2209075000/86154068849', '8836304353/344616275396', '2209077223/86154068849', '8836313535/344616275396', '4418159113/172308137698', '4418161437/172308137698', '4418163711/172308137698', '2209082947/86154068849', '4418167961/172308137698', '4418169881/172308137698', '8836343281/344616275396', '2209086610/86154068849', '8836349239/344616275396', '8836351669/344616275396', '8836353751/344616275396', '8836355501/344616275396', '8836356959/344616275396', '8836358151/344616275396', '8836359121/344616275396', '4418179949/172308137698', '8836360519/344616275396', '8836361007/344616275396', '2209090348/86154068849']
['5890849460/229744186327', '5890849636/229744186327', '17672549590/689232558981', '17672550461/689232558981', '17672551567/689232558981', '17672552960/689232558981', '5890851566/229744186327', '17672556844/689232558981', '17672559467/689232558981', '5890854210/229744186327', '17672566393/689232558981', '5890856933/229744186327', '17672575876/689232558981', '5890860542/229744186327', '5890862677/229744186327', '5890865015/229744186327', '17672602597/689232558981', '5890870198/229744186327', '17672618929/689232558981', '5890875823/229744186327', '5890878695/229744186327', '17672644634/689232558981', '17672652985/689232558981', '5890887002/229744186327', '17672668585/689232558981', '17672675627/689232558981', '17672682061/689232558981', '5890895946/229744186327', '5890897646/229744186327', '5890899121/229744186327', '5890900380/229744186327', '17672704313/689232558981', '17672706943/689232558981', '17672709094/689232558981', '17672710835/689232558981', '17672712230/689232558981', '5890904446/229744186327', '17672714210/689232558981', '5890904964/229744186327']
['8836278169/344616283585', '1767255680/68923256717', '8836278697/344616283585', '1262325583/49230897655', '8836279567/344616283585', '8836280184/344616283585', '8836280954/344616283585', '8836281911/344616283585', '1767256616/68923256717', '1262326357/49230897655', '8836286188/344616283585', '1767257635/68923256717', '8836290466/344616283585', '8836293072/344616283585', '8836295974/344616283585', '1262328452/49230897655', '8836302597/344616283585', '1262329463/49230897655', '8836310037/344616283585', '1262330562/49230897655', '8836317859/344616283585', '252466336/9846179531', '8836325563/344616283585', '8836329218/344616283585', '8836332663/344616283585', '252466739/9846179531', '1767267756/68923256717', '8836341398/344616283585', '8836343699/344616283585', '8836345694/344616283585', '8836347389/344616283585', '8836348812/344616283585', '1262335712/49230897655', '1262335849/49230897655', '8836351714/344616283585', '8836352332/344616283585', '1262336117/49230897655', '8836353203/344616283585', '1767270700/68923256717']
['35345126015/1378465148031', '11781708943/459488382677', '11781709295/459488382677', '11781709749/459488382677', '35345130985/1378465148031', '35345133187/1378465148031', '35345135953/1378465148031', '35345139391/1378465148031', '35345143613/1378465148031', '35345148737/1378465148031', '11781718289/459488382677', '35345162081/1378465148031', '11781723477/459488382677', '35345179933/1378465148031', '11781730183/459488382677', '35345202215/1378465148031', '35345214805/1378465148031', '35345228161/1378465148031', '11781747367/459488382677', '35345256401/1378465148031', '35345270821/1378465148031', '35345285135/1378465148031', '11781766367/459488382677', '35345312497/1378465148031', '11781775043/459488382677', '35345336839/1378465148031', '35345347501/1378465148031', '35345357045/1378465148031', '11781788477/459488382677', '11781790891/459488382677', '11781792941/459488382677', '35345383961/1378465148031', '35345388193/1378465148031', '35345391637/1378465148031', '343159169/13383156777', '11781798871/459488382677', '11781799451/459488382677', '11781799905/459488382677', '11781800257/459488382677']
['17672569677/689232580861', '17672570029/689232580861', '17672570491/689232580861', '17672571085/689232580861', '1606597441/62657507351', '1606597529/62657507351', '17672574045/689232580861', '1606597779/62657507351', '17672577453/689232580861', '17672579739/689232580861', '17672582491/689232580861', '17672585731/689232580861', '17672589499/689232580861', '17672593789/689232580861', '17672598601/689232580861', '17672603887/689232580861', '17672609611/689232580861', '17672615679/689232580861', '17672622027/689232580861', '17672628533/689232580861', '17672635103/689232580861', '17672641615/689232580861', '17672647975/689232580861', '17672654061/689232580861', '17672659803/689232580861', '1606605919/62657507351', '17672669941/689232580861', '17672674249/689232580861', '17672678033/689232580861', '17672681285/689232580861', '17672684045/689232580861', '17672686337/689232580861', '17672688225/689232580861', '17672689751/689232580861', '17672690979/689232580861', '1606608359/62657507351', '17672692715/689232580861', '17672693309/689232580861', '17672693771/689232580861']
['35345150513/1378465173151', '35345151135/1378465173151', '35345151949/1378465173151', '35345153005/1378465173151', '35345154363/1378465173151', '35345156095/1378465173151', '35345158283/1378465173151', '35345161021/1378465173151', '35345164407/1378465173151', '35345168537/1378465173151', '35345173507/1378465173151', '35345179391/1378465173151', '35345186233/1378465173151', '35345194053/1378465173151', '3213200257/125315015741', '35345212493/1378465173151', '3213202087/125315015741', '35345234079/1378465173151', '35345245701/1378465173151', '35345257637/1378465173151', '35345269675/1378465173151', '35345281621/1378465173151', '35345293265/1378465173151', '35345304419/1378465173151', '35345314915/1378465173151', '35345324617/1378465173151', '35345333427/1378465173151', '35345341279/1378465173151', '35345348149/1378465173151', '35345354053/1378465173151', '35345359037/1378465173151', '35345363177/1378465173151', '35345366569/1378465173151', '35345369311/1378465173151', '35345371503/1378465173151', '35345373237/1378465173151', '35345374595/1378465173151', '35345375651/1378465173151', '35345376465/1378465173151']
['8836290418/344616296145', '8836290553/344616296145', '2945430243/114872098715', '589086064/22974419743', '8836291256/344616296145', '2945430546/114872098715', '8836292119/344616296145', '8836292726/344616296145', '267766469/10442918065', '8836294399/344616296145', '2945431836/114872098715', '1767259366/68923259229', '2945432789/114872098715', '803300012/31328754195', '8836302113/344616296145', '8836304303/344616296145', '8836306673/344616296145', '589087280/22974419743', '2945437279/114872098715', '2945438184/114872098715', '8836317286/344616296145', '2945440001/114872098715', '1767264529/68923259229', '803302289/31328754195', '8836327556/344616296145', '8836329754/344616296145', '8836331743/344616296145', '589088901/22974419743', '8836335058/344616296145', '8836336384/344616296145', '2945445832/114872098715', '589089228/22974419743', '8836339172/344616296145', '1767267956/68923259229', '2945446754/114872098715', '8836340644/344616296145', '589089396/22974419743', '2945447057/114872098715', '8836341347/344616296145']
['5890861828/229744199013', '17672585720/689232597039', '17672586031/689232597039', '5890862146/229744199013', '17672586965/689232597039', '17672587642/689232597039', '17672588503/689232597039', '17672589587/689232597039', '17672590937/689232597039', '2524656085/98461799577', '17672594600/689232597039', '5890865663/229744199013', '1963622198/76581399671', '17672602988/689232597039', '17672606600/689232597039', '17672610593/689232597039', '17672614927/689232597039', '17672619544/689232597039', '17672624374/689232597039', '5890876447/229744199013', '2524662050/98461799577', '17672639321/689232597039', '17672644160/689232597039', '17672648789/689232597039', '17672653136/689232597039', '17672657143/689232597039', '5890886923/229744199013', '280518476/10940199953', '17672666791/689232597039', '5890889729/229744199013', '1963630133/76581399671', '17672672858/689232597039', '17672674210/689232597039', '17672675296/689232597039', '17672676158/689232597039', '17672676835/689232597039', '1963630818/76581399671', '17672677769/689232597039', '17672678080/689232597039']
['4418147533/172308150447', '8836295167/344616300894', '4418147651/172308150447', '1472715913/57436050149', '2945431903/114872100298', '4418148002/172308150447', '1472716064/57436050149', '2945432287/114872100298', '4418148730/172308150447', '1472716366/57436050149', '4418149546/172308150447', '8836300159/344616300894', '2945433805/114872100298', '4418151428/172308150447', '2945434829/114872100298', '1472717715/57436050149', '4418154127/172308150447', '4418155172/172308150447', '8836312537/344616300894', '2945438263/114872100298', '4418158532/172308150447', '4418159659/172308150447', '2945440505/114872100298', '4418161805/172308150447', '1472720930/57436050149', '2945442463/114872100298', '4418164513/172308150447', '2945443491/114872100298', '2945443911/114872100298', '8836332803/344616300894', '2945444567/114872100298', '4418167219/172308150447', '4418167519/172308150447', '1472722586/57436050149', '4418167948/172308150447', '2945445397/114872100298', '1472722737/57436050149', '4418168299/172308150447', '8836336733/344616300894']
['17672593996/689232605729', '17672594174/689232605729', '17672594410/689232605729', '17672594721/689232605729', '17672595128/689232605729', '17672595653/689232605729', '17672596327/689232605729', '17672597181/689232605729', '17672598251/689232605729', '17672599575/689232605729', '17672601187/689232605729', '17672603117/689232605729', '17672605388/689232605729', '17672608007/689232605729', '17672610970/689232605729', '17672614258/689232605729', '17672617837/689232605729', '17672621657/689232605729', '17672625660/689232605729', '17672629781/689232605729', '17672633937/689232605729', '17672638061/689232605729', '17672642072/689232605729', '17672645901/689232605729', '17672649490/689232605729', '17672652789/689232605729', '17672655763/689232605729', '17672658392/689232605729', '17672660670/689232605729', '17672662605/689232605729', '17672664220/689232605729', '17672665546/689232605729', '17672666618/689232605729', '17672667473/689232605729', '17672668147/689232605729', '17672668672/689232605729', '17672669079/689232605729', '17672669390/689232605729', '17672669626/689232605729']
['1767259786/68923260967', '8836299007/344616304835', '188006364/7332261805', '8836299243/344616304835', '8836299419/344616304835', '8836299649/344616304835', '8836299943/344616304835', '1767260064/68923260967', '8836300791/344616304835', '8836301379/344616304835', '1767260419/68923260967', '8836302958/344616304835', '8836303973/344616304835', '8836305151/344616304835', '8836306483/344616304835', '8836307968/344616304835', '8836309583/344616304835', '8836311313/344616304835', '803301193/31328754985', '8836314992/344616304835', '8836316873/344616304835', '8836318743/344616304835', '8836320557/344616304835', '8836322291/344616304835', '1767264782/68923260967', '1767265080/68923260967', '8836326737/344616304835', '188006977/7332261805', '8836328937/344616304835', '8836329802/344616304835', '8836330519/344616304835', '803302828/31328754985', '1767266316/68923260967', '8836331957/344616304835', '8836332251/344616304835', '8836332481/344616304835', '8836332657/344616304835', '8836332792/344616304835', '8836332893/344616304835']
['8836300529/344616306462', '17672601191/689232612924', '5890867123/229744204308', '17672601605/689232612924', '4418150479/172308153231', '8836301161/344616306462', '5890867615/229744204308', '2945433919/114872102154', '8836302179/344616306462', '17672605409/689232612924', '8836303349/344616306462', '4418152063/172308153231', '17672610089/689232612924', '490905895/19145350359', '8836307321/344616306462', '4418154335/172308153231', '163635373/6381783453', '4418155859/172308153231', '8836313371/344616306462', '8836315075/344616306462', '5890877863/229744204308', '17672636999/689232612924', '1472720026/57436051077', '5890881157/229744204308', '8836323211/344616306462', '1963627681/76581401436', '4418162890/172308153231', '2945442283/114872102154', '1472721295/57436051077', '5890885699/229744204308', '4418164597/172308153231', '17672659441/689232612924', '2945443381/114872102154', '1963628995/76581401436', '8836330739/344616306462', '4418165471/172308153231', '17672662195/689232612924', '654543053/25527133812', '17672662609/689232612924']
['8836302128/344616308089', '8836302184/344616308089', '8836302261/344616308089', '8836302362/344616308089', '8836302497/344616308089', '8836302673/344616308089', '8836302902/344616308089', '8836303194/344616308089', '8836303567/344616308089', '8836304030/344616308089', '8836304603/344616308089', '8836305294/344616308089', '8836306116/344616308089', '8836307069/344616308089', '8836308159/344616308089', '384187364/14983317743', '8836310701/344616308089', '8836312123/344616308089', '8836313619/344616308089', '8836315158/344616308089', '8836316716/344616308089', '8836318256/344616308089', '8836319755/344616308089', '8836321180/344616308089', '8836322512/344616308089', '8836323729/344616308089', '8836324823/344616308089', '8836325779/344616308089', '8836326603/344616308089', '8836327295/344616308089', '8836327869/344616308089', '8836328333/344616308089', '8836328706/344616308089', '35204498/1372973339', '8836329227/344616308089', '8836329403/344616308089', '8836329538/344616308089', '8836329639/344616308089', '8836329716/344616308089']
['8836303449/344616309431', '8836303498/344616309431', '17672607129/689232618862', '17672607307/689232618862', '17672607543/689232618862', '8836303927/344616309431', '8836304129/344616309431', '8836304389/344616309431', '8836304720/344616309431', '8836305135/344616309431', '17672611295/689232618862', '17672612539/689232618862', '8836307010/344616309431', '8836307873/344616309431', '8836308859/344616309431', '17672619923/689232618862', '17672622337/689232618862', '8836312464/344616309431', '17672627651/689232618862', '17672630459/689232618862', '8836316648/344616309431', '8836318053/344616309431', '8836319417/344616309431', '8836320715/344616309431', '8836321925/344616309431', '8836323031/344616309431', '17672648041/689232618862', '8836324886/344616309431', '8836325628/344616309431', '8836326251/344616309431', '17672653529/689232618862', '8836327180/344616309431', '8836327511/344616309431', '8836327771/344616309431', '8836327973/344616309431', '17672656257/689232618862', '17672656493/689232618862', '17672656671/689232618862', '8836328402/344616309431']
['8836304770/344616310773', '8836304812/344616310773', '981811652/38290701197', '8836304945/344616310773', '8836305046/344616310773', '8836305181/344616310773', '8836305356/344616310773', '8836305584/344616310773', '2945435291/114872103591', '8836306240/344616310773', '2945435564/114872103591', '8836307245/344616310773', '2945435968/114872103591', '1262329811/49230901539', '1262329937/49230901539', '8836310551/344616310773', '981812404/38290701197', '465069095/18137700567', '1262330576/49230901539', '8836315301/344616310773', '420776980/16410300513', '8836317850/344616310773', '140259033/5470100171', '8836320250/344616310773', '981813482/38290701197', '8836322333/344616310773', '8836323218/344616310773', '140259111/5470100171', '2945441551/114872103591', '8836325207/344616310773', '8836325660/344616310773', '981814003/38290701197', '8836326316/344616310773', '8836326544/344616310773', '8836326719/344616310773', '8836326854/344616310773', '8836326955/344616310773', '2945442344/114872103591', '8836327088/344616310773']
['35345223421/1378465247493', '35345223565/1378465247493', '35345223761/1378465247493', '35345224027/1378465247493', '11781741461/459488415831', '35345224855/1378465247493', '3927247275/153162805277', '11781742093/459488415831', '35345227309/1378465247493', '11781742871/459488415831', '35345230235/1378465247493', '35345232215/1378465247493', '35345234591/1378465247493', '35345237377/1378465247493', '35345240573/1378465247493', '35345244163/1378465247493', '35345248109/1378465247493', '35345252353/1378465247493', '35345256823/1378465247493', '35345261435/1378465247493', '35345266099/1378465247493', '11781756905/459488415831', '35345275193/1378465247493', '35345279443/1378465247493', '3927253711/153162805277', '752027383/29329047819', '35345290207/1378465247493', '11781764333/459488415831', '35345295379/1378465247493', '2079135139/81086191029', '3927255443/153162805277', '35345300291/1378465247493', '11781767107/459488415831', '11781767375/459488415831', '35345302745/1378465247493', '3927255913/153162805277', '35345303573/1378465247493', '35345303839/1378465247493', '35345304035/1378465247493']
['17672613881/689232625947', '17672613941/689232625947', '17672614025/689232625947', '1963623793/76581402883', '17672614291/689232625947', '17672614493/689232625947', '17672614763/689232625947', '17672615111/689232625947', '17672615563/689232625947', '17672616133/689232625947', '17672616851/689232625947', '5890872575/229744208649', '17672618783/689232625947', '1963624447/76581402883', '17672621455/689232625947', '17672623061/689232625947', '17672624837/689232625947', '5890875581/229744208649', '5890876253/229744208649', '17672630833/689232625947', '17672632939/689232625947', '17672635015/689232625947', '17672637035/689232625947', '17672638943/689232625947', '1963626747/76581402883', '17672642335/689232625947', '5890881257/229744208649', '5890881671/229744208649', '17672646073/689232625947', '17672646949/689232625947', '17672647667/689232625947', '17672648237/689232625947', '17672648689/689232625947', '17672649037/689232625947', '17672649307/689232625947', '17672649509/689232625947', '5890883221/229744208649', '17672649775/689232625947', '17672649859/689232625947']
['8836307831/344616313875', '8836307857/344616313875', '8836307893/344616313875', '8836307942/344616313875', '17672616017/689232627750', '1178174413/45948841850', '17672616431/689232627750', '17672616739/689232627750', '519782857/20271547875', '8836308823/344616313875', '8836309142/344616313875', '5890873023/229744209250', '8836310008/344616313875', '8836310567/344616313875', '41582641/1621723830', '1767262388/68923262775', '2945437581/114872104625', '8836313609/344616313875', '8836314523/344616313875', '8836315466/344616313875', '8836316422/344616313875', '2945439122/114872104625', '17672636563/689232627750', '17672638297/689232627750', '5890879969/229744209250', '17672641367/689232627750', '5890880887/229744209250', '17672643781/689232627750', '1767264473/68923262775', '8836322758/344616313875', '8836323077/344616313875', '8836323331/344616313875', '17672647061/689232627750', '17672647369/689232627750', '1178176507/45948841850', '17672647783/689232627750', '8836323958/344616313875', '8836324007/344616313875', '8836324043/344616313875']
['453144037/17672631527', '17672617487/689232629553', '1359432119/53017894581', '91567967/3571153521', '5890872581/229744209851', '17672617897/689232629553', '17672618099/689232629553', '5890872789/229744209851', '17672618713/689232629553', '453144081/17672631527', '5890873239/229744209851', '5890873471/229744209851', '17672621249/689232629553', '17672622245/689232629553', '5890874465/229744209851', '17672624699/689232629553', '17672626135/689232629553', '17672627693/689232629553', '17672629333/689232629553', '17672631031/689232629553', '5890877583/229744209851', '17672634449/689232629553', '5890878697/229744209851', '5890879217/229744209851', '5890879697/229744209851', '5890880133/229744209851', '5890880517/229744209851', '17672642549/689232629553', '5890881129/229744209851', '5890881361/229744209851', '5890881547/229744209851', '17672645087/689232629553', '5890881811/229744209851', '17672645701/689232629553', '17672645903/689232629553', '5890882019/229744209851', '17672646169/689232629553', '17672646253/689232629553', '17672646313/689232629553']
['35345237791/1378465262041', '5049319695/196923608863', '35345237969/1378465262041', '579430133/22597791181', '35345238309/1378465262041', '35345238575/1378465262041', '35345238931/1378465262041', '35345239401/1378465262041', '35345240013/1378465262041', '35345240801/1378465262041', '35345241797/1378465262041', '35345243035/1378465262041', '35345244537/1378465262041', '35345246323/1378465262041', '35345248397/1378465262041', '35345250749/1378465262041', '35345253351/1378465262041', '35345256167/1378465262041', '35345259147/1378465262041', '35345262223/1378465262041', '35345265343/1378465262041', '35345268423/1378465262041', '35345271405/1378465262041', '579430725/22597791181', '35345276835/1378465262041', '5049325599/196923608863', '35345281271/1378465262041', '35345283061/1378465262041', '35345284565/1378465262041', '35345285803/1378465262041', '35345286799/1378465262041', '35345287587/1378465262041', '35345288199/1378465262041', '35345288669/1378465262041', '35345289025/1378465262041', '35345289291/1378465262041', '35345289487/1378465262041', '35345289631/1378465262041', '5049327105/196923608863']
['4418155087/172308158122', '8836310189/344616316244', '8836310211/344616316244', '8836310241/344616316244', '8836310283/344616316244', '8836310339/344616316244', '2209077604/86154079061', '8836310517/344616316244', '4418155325/172308158122', '8836310821/344616316244', '2209077760/86154079061', '8836311311/344616316244', '2209077911/86154079061', '8836312039/344616316244', '8836312501/344616316244', '8836313025/344616316244', '2209078402/86154079061', '8836314237/344616316244', '8836314907/344616316244', '2209078899/86154079061', '8836316297/344616316244', '8836316987/344616316244', '8836317657/344616316244', '8836318287/344616316244', '2209079718/86154079061', '8836319397/344616316244', '2209079965/86154079061', '2209080064/86154079061', '8836320589/344616316244', '2209080215/86154079061', '8836321079/344616316244', '4418160625/172308158122', '8836321383/344616316244', '2209080371/86154079061', '8836321561/344616316244', '8836321617/344616316244', '8836321659/344616316244', '8836321689/344616316244', '8836321711/344616316244']
['35345243061/1378465267363', '35345243113/1378465267363', '35345243187/1378465267363', '35345243291/1378465267363', '35345243435/1378465267363', '35345243631/1378465267363', '35345243897/1378465267363', '35345244253/1378465267363', '35345244719/1378465267363', '35345245325/1378465267363', '35345246099/1378465267363', '35345247067/1378465267363', '35345248253/1378465267363', '35345249673/1378465267363', '35345251329/1378465267363', '35345253221/1378465267363', '35345255323/1378465267363', '35345257601/1378465267363', '35345260021/1378465267363', '35345262521/1378465267363', '35345265055/1378465267363', '35345267559/1378465267363', '35345269979/1378465267363', '35345272261/1378465267363', '35345274369/1378465267363', '35345276265/1378465267363', '35345277925/1378465267363', '35345279347/1378465267363', '35345280533/1378465267363', '35345281501/1378465267363', '35345282275/1378465267363', '35345282881/1378465267363', '35345283347/1378465267363', '35345283703/1378465267363', '35345283969/1378465267363', '35345284165/1378465267363', '35345284309/1378465267363', '35345284413/1378465267363', '35345284487/1378465267363']
['17672622713/689232634875', '1178174849/45948842325', '1178174851/45948842325', '17672622809/689232634875', '17672622869/689232634875', '17672622953/689232634875', '130908319/5105426925', '17672623219/689232634875', '5890874473/229744211625', '5890874561/229744211625', '1963624891/76581403875', '1178174963/45948842325', '3534524993/137846526975', '3534525119/137846526975', '17672626327/689232634875', '17672627171/689232634875', '17672628107/689232634875', '17672629127/689232634875', '17672630207/689232634875', '17672631329/689232634875', '654541943/25527134625', '3534526717/137846526975', '3534526933/137846526975', '17672635687/689232634875', '47127031/1837953693', '5890879157/229744211625', '3534527641/137846526975', '3534527767/137846526975', '392725319/15316280775', '5890879927/229744211625', '5890880039/229744211625', '1963626709/76581403875', '17672640581/689232634875', '1178176049/45948842325', '17672640847/689232634875', '17672640931/689232634875', '17672640991/689232634875', '1178176069/45948842325', '392725357/15316280775']
['1140169269/44466621667', '35345247375/1378465271677', '35345247427/1378465271677', '35345247501/1378465271677', '35345247605/1378465271677', '35345247749/1378465271677', '35345247945/1378465271677', '2718865247/106035790129', '35345248565/1378465271677', '35345249027/1378465271677', '35345249623/1378465271677', '1140169367/44466621667', '1140169397/44466621667', '35345252429/1378465271677', '35345253747/1378465271677', '35345255259/1378465271677', '1140169579/44466621667', '35345258787/1378465271677', '35345260741/1378465271677', '35345262767/1378465271677', '35345264817/1378465271677', '35345266845/1378465271677', '35345268799/1378465271677', '35345270641/1378465271677', '35345272335/1378465271677', '35345273851/1378465271677', '35345275171/1378465271677', '1140170203/44466621667', '1140170233/44466621667', '35345277977/1378465271677', '35345278573/1378465271677', '35345279035/1378465271677', '35345279389/1378465271677', '35345279655/1378465271677', '35345279851/1378465271677', '35345279995/1378465271677', '35345280099/1378465271677', '35345280173/1378465271677', '35345280225/1378465271677']
['8836312313/344616318401', '8836312320/344616318401', '8836312331/344616318401', '8836312346/344616318401', '8836312368/344616318401', '8836312398/344616318401', '8836312440/344616318401', '8836312496/344616318401', '8836312573/344616318401', '8836312672/344616318401', '8836312802/344616318401', '8836312966/344616318401', '8836313171/344616318401', '8836313417/344616318401', '8836313710/344616318401', '8836314044/344616318401', '8836314421/344616318401', '8836314830/344616318401', '8836315267/344616318401', '8836315719/344616318401', '8836316178/344616318401', '8836316630/344616318401', '8836317067/344616318401', '8836317477/344616318401', '8836317855/344616318401', '8836318190/344616318401', '8836318483/344616318401', '8836318729/344616318401', '8836318934/344616318401', '8836319098/344616318401', '8836319228/344616318401', '8836319327/344616318401', '8836319404/344616318401', '8836319460/344616318401', '8836319502/344616318401', '8836319532/344616318401', '8836319554/344616318401', '8836319569/344616318401', '8836319580/344616318401']
['17672625399/689232637580', '17672625411/689232637580', '17672625429/689232637580', '3534525091/137846527516', '4418156373/172308159395', '4418156386/172308159395', '4418156404/172308159395', '8836312857/344616318790', '17672625847/689232637580', '8836313011/344616318790', '1767262625/68923263758', '17672626541/689232637580', '4418156726/172308159395', '4418156836/172308159395', '8836313933/344616318790', '17672628467/689232637580', '17672629143/689232637580', '17672629881/689232637580', '17672630667/689232637580', '3534526297/137846527516', '1767263231/68923263758', '4418158282/172308159395', '8836316957/344616318790', '8836317327/344616318790', '4418158833/172308159395', '8836317967/344616318790', '4418159114/172308159395', '4418159224/172308159395', '17672637259/689232637580', '1767263755/68923263758', '8836318889/344616318790', '17672637953/689232637580', '8836319043/344616318790', '4418159546/172308159395', '4418159564/172308159395', '4418159577/172308159395', '3534527669/137846527516', '17672638371/689232637580', '17672638389/689232637580']
